Departamento,Tipo,Nombre ,Direccion,Telefono,Latitud,Longitud,Fuente
La Paz,CentroMedico,Apumalla,"Av. Apumalla, lado Parque Huallparimachi",null,-68.15051858,-16.49259896,gamlp
La Paz,CentroMedico,Juan XXII,Av. naciones Unidas C. Juan XXIII,null,-68.15782647,-16.48738202,gamlp
La Paz,CentroMedico,Suma Warmi,C. Max Paredes #491,null,-68.14454104,-16.49628661,gamlp
La Paz,CentroMedico,Urkupiña,Av. Bautista,null,-68.14687645,-16.49579824,gamlp
La Paz,CentroMedico,Achachicala,"Av. Chacaltaya #1502, frente Esc. Industrial Pedro Domingo Murillo",2320556,-68.15097219,-16.47555265,gamlp
La Paz,CentroMedico,San Juan Lazareto,Av. Tejada Sorzano esq. San Salvador,2322298,-68.12754574,-16.48781008,gamlp
La Paz,CentroMedico,Alto Miraflores,C. Urias Rodriguez y Adriana Pariente,null,-68.12596906,-16.4791482,gamlp
La Paz,CentroMedico,El Calvario,Av. Periférica y C. Juan de la Cruz Monje (lado Colegio Adolfo Costa Durels),2320442,-68.13461424,-16.4854959,gamlp
La Paz,CentroMedico,Juancito Pinto,C. Graneros y Murillo,null,-68.13951666,-16.49464861,gamlp
La Paz,CentroMedico,Plan Autopista,Av. Ramos Gavilan,2320584,-68.14662335,-16.45741464,gamlp
La Paz,CentroMedico,Retén de Emergencias,Av. Simón Bolivar frente Mercado Camacho,null,-68.13182024,-16.4998713,gamlp
La Paz,CentroMedico,San José de natividad,C. 20 y Av. Costanera #26,2322415,-68.11497267,-16.47541144,gamlp
La Paz,CentroMedico,Agua de la Vida,Av. La Bandera Esq. C. La Cruz,2320446,-68.12987243,-16.49422068,gamlp
La Paz,CentroMedico,Las Delicias,C. San José de Tipuani y Taca #398,null,-68.12100724,-16.47391094,gamlp
La Paz,CentroMedico,Vino Tinto,Av. Baltazar de Salas #51 Sede Junta de Vecinos,null,-68.14167039,-16.48275495,gamlp
La Paz,CentroMedico,Centro Penitenciario Miraflores,C. Diaz Romero y Argentina,null,-68.11906631,-16.50098619,gamlp
La Paz,CentroMedico,Central,C. Ingavi,null,-68.13392153,-16.4951691,gamlp
La Paz,CentroMedico,Manco Kapac,Av. Manco Kapac S/N,null,-68.14322854,-16.49312445,gamlp
La Paz,CentroMedico,Miraflores,Diaz Romero entre Av. Busch y Cuba,null,-68.12042424,-16.50157217,gamlp
La Paz,CentroMedico,Villa Fátima,C. Matias Terrazas S/N,null,-68.12079175,-16.4821624,gamlp
La Paz,CentroMedico,Banca Privada (Aramayo),C. Felix Reyes Ortiz Esq. Federico Zuazo Ed. Gundlach,null,-68.13102792,-16.5019436,gamlp
La Paz,CentroMedico,Caja Bancaria Estatal,C. Panama #1162,null,-68.12324581,-16.49714037,gamlp
La Paz,CentroMedico,C.O.R.D.E.S.,Av. Arce #2419,null,-68.12480618,-16.50857024,gamlp
La Paz,CentroMedico,PROSALUD (Alto Miraflores),Av. Periferica #12,null,-68.12956932,-16.48311965,gamlp
La Paz,CentroMedico,PROSALUD (Chuquiaguillo),Av. La Paz  Cotapata #11,null,-68.11446423,-16.46977847,gamlp
La Paz,CentroMedico,PROSALUD (Tejada Sorzano),Esq. San Salvador S/N,null,-68.12595613,-16.49465484,gamlp
La Paz,CentroMedico,Villa Fátima,Av. Las Delicias Esq. Yanacachi S/N,null,-68.1224092,-16.47863909,gamlp
La Paz,CentroMedico,Pro Mujer 3 de Mayo,Av. Periferica Esq. Costanera #1658,null,-68.15768139,-16.48606994,gamlp
La Paz,CentroMedico,Pro Mujer Vino Tinto,Av Chacaltaya #892 Cruce Achachicala y Vino Tinto,null,-68.14993339,-16.47730165,gamlp
La Paz,CentroMedico,CEMSE,Entre Pichincha y Sucre Edif. Cemse Piso 3,null,-68.13494891,-16.49262621,gamlp
La Paz,CentroMedico,San Antonio de Padua,C. Sagarnaga entre Murillo y San Francisco,null,-68.13787924,-16.49697194,gamlp
La Paz,CentroMedico,San Francisco de Asis,C. Costanera #170,null,-68.11456655,-16.46962957,gamlp
La Paz,CentroMedico,Señor Exaltación,Av. Final Baltazar de Salas  S/N,null,-68.14396177,-16.4797545,gamlp
La Paz,CentroMedico,CESDI,C. Suapi esq. Quiquibey #25,null,-68.10460472,-16.46137411,gamlp
La Paz,CentroMedico,Arco iris,Av. 15 de Abril #400 Barrio Gráfico,null,-68.12033479,-16.48406207,gamlp
La Paz,CentroMedico,Kupini,"Av. Rogelio Carrillo, Cancha Kupini lado Col. Sergio Villegas",2251810,-68.09867972,-16.5117471,gamlp
La Paz,CentroMedico,Villa Copacabana (Pacasa),Av. Burgaleta cerca del Hospital Luis Uria,2322655,-68.11730057,-16.48420405,gamlp
La Paz,CentroMedico,Pampahasi Alto,"C. K esq. D, Parada Minibus 332",2258222,-68.10377738,-16.49120182,gamlp
La Paz,CentroMedico,Pampahasi Bajo,C. 4 detrás del Colegio Delia Gambarte de Quezada,2256896,-68.10169702,-16.50493999,gamlp
La Paz,CentroMedico,San Antonio Alto,"Av. Josefa Mujia, S/N lado (Sub Alcaldia)",2239352,-68.10798108,-16.50016687,gamlp
La Paz,CentroMedico,San Antonio Bajo,Av. Costanera entre Av. Regimiento Castrillo y 31 de Octubre S/N,2239678,-68.11605111,-16.49885216,gamlp
La Paz,CentroMedico,San Isidro,"Plaza Elizardo Perez, Parada 210",2253837,-68.10845626,-16.514351,gamlp
La Paz,CentroMedico,Kupini,"C. Barrizueta #133, 1/2 cuadra E. Uria",null,-68.09736401,-16.50896791,gamlp
La Paz,CentroMedico,Pro Mujer Villa Copacabana,Av. 31 de Oct,null,-68.11678827,-16.49607461,gamlp
La Paz,CentroMedico,San Gabriel,C. Nuñez del Prado Esq. P. Villamil S/N,,-68.11715231,-16.49142704,gamlp
La Paz,CentroMedico,Valle Hermoso,"Av. Litoral  y C. Batallon Colorados, parada del mini bus 299",2322660,-68.11061064,-16.48895306,gamlp
La Paz,CentroMedico,Pampahasi,C. E Esq. Av. 5 cerca mercado 23 de Enero,null,-68.10093608,-16.50495755,gamlp
La Paz,CentroMedico,,,null,,,gamlp
La Paz,CentroMedico,Alto Irpavi,Av. Circunvalación,2723186,-68.0845267,-16.51553203,gamlp
La Paz,CentroMedico,Alto Següencoma,Pza. Cívica,2751550,-68.09993704,-16.53882566,gamlp
La Paz,CentroMedico,Apaña,C. 34 B,null,-68.05890539,-16.53832866,gamlp
La Paz,CentroMedico,Bajo Llojeta,Av. Los Sargentos - entre C. 5 y C. 4,null,-68.11720848,-16.52571097,gamlp
La Paz,CentroMedico,,,null,,,gamlp
La Paz,CentroMedico,Mallasa,Pza. 2 de Febrero - C. 2 y 3,2323264,-68.08972236,-16.56932246,gamlp
La Paz,CentroMedico,Mallasilla,C. D,null,-68.0988511,-16.56566251,gamlp
La Paz,CentroMedico,Obrajes,Av. Ormachea entre C. 15 y C. 16,2751039,-68.1028983,-16.52969411,gamlp
La Paz,CentroMedico,Centro de Orientación Femenina,C. 7 y Diaz Villamil - Carcel de Mujeres,null,-68.11003069,-16.52703073,gamlp
La Paz,CentroMedico,Achumani,Av. José Manuel Chinchilla Esq. C. 15,2713981,-68.0747929,-16.53098592,gamlp
La Paz,CentroMedico,Chasquipampa,C. General Toro y C. Teniente Morales,2794546,-68.04758292,-16.53873326,gamlp
La Paz,CentroMedico,Bolognia,Av. Jose Garcia Lanza y Av. Caballero,2724785,-68.08720329,-16.52564431,gamlp
La Paz,CentroMedico,Wiñay,Av. Defensores del Chaco #57,null,-68.04922153,-16.53739263,gamlp
La Paz,CentroMedico,Alto Obrajes,Av. del Maestro - Lado Pza. UFAQ,null,-68.10589561,-16.52375738,gamlp
La Paz,CentroMedico,San Pablo  (La Paz),C. 8 y 9 de Obrajes Av. Hernando Siles - Detrás de la Iglesia de Exaltación,null,-68.10809118,-16.5265983,gamlp
La Paz,CentroMedico,Del Sur,Av. Hernando Siles C. 7 #3539,null,-68.10868856,-16.52570544,gamlp
La Paz,CentroMedico,Metodista,Entre C. 11 y 12,null,-68.10458206,-16.52696068,gamlp
La Paz,CentroMedico,Trauma CLINIK SA,C. Claudio Aliaga #1271,null,-68.07970742,-16.54202852,gamlp
La Paz,CentroMedico,De Clínicas,Av. Saavedra,null,-68.11925644,-16.50716177,gamlp
La Paz,CentroMedico,De La Mujer,Av. Saavedra,null,-68.11911947,-16.50833192,gamlp
La Paz,CentroMedico,Del Niño,Av. Saavedra frente Estado Mayor,null,-68.11839857,-16.50833735,gamlp
La Paz,CentroMedico,Instituto nacional Salud Ocupacional,C. Claudio Sanjinez,null,-68.11947168,-16.50566742,gamlp
La Paz,CentroMedico,Instituto de Gastroenterología,Av. Saavedra,null,-68.11820089,-16.50755564,gamlp
La Paz,CentroMedico,Instituto nal.De Oftalmologia,C. Claudio Sanjinez,null,-68.11873763,-16.50636882,gamlp
La Paz,CentroMedico,Instituto nal.Del Torax,C. Claudio Sanjinez #1683,null,-68.1181728,-16.50669706,gamlp
La Paz,CentroMedico,Piloto,Av. Vasquez,null,-68.14465345,-16.48855529,gamlp
La Paz,CentroMedico,INLASA,Av. Saavedra #1889,null,-68.11728071,-16.50874133,gamlp
La Paz,CentroMedico,SELADIS,Av. Saavedra,null,-68.12017548,-16.50700218,gamlp
La Paz,CentroMedico,Centro de Especialidades,Av. Buenos Aires S/N Z 14 de Septiembre,null,-68.14300668,-16.50631463,gamlp
La Paz,CentroMedico,Geriátrica,C. Corneta Mamani,null,-68.13104492,-16.50531268,gamlp
La Paz,CentroMedico,Policlínico de Especialidades,Av. Diaz Romero #1408,null,-68.12204693,-16.50162734,gamlp
La Paz,CentroMedico,COSSMIL Hospital Militar,Av. Saavedra,null,-68.12018939,-16.50511363,gamlp
La Paz,CentroMedico,General  L.U.O,Av. Burgaleta,null,-68.11678166,-16.48271,gamlp
La Paz,CentroMedico,Obrero,Av. Brasil,null,-68.11809434,-16.49941728,gamlp
La Paz,CentroMedico,Materno Infantil,C. Villalobos,null,-68.1177258,-16.50188667,gamlp
La Paz,CentroMedico,Instituto de  Rehabilitación,C. 3 Obrajes,null,-68.11189591,-16.52372939,gamlp
La Paz,CentroMedico,Psiquiatrico San Juan de Dios,C. Braulio Vera,null,-68.08381178,-16.49760934,gamlp
La Paz,CentroMedico,Villa Salome,Av. La Paz de Ayacucho Esq. C. 7 Nogales,2322837,-68.09581437,-16.48672158,gamlp
La Paz,CentroMedico,Bella Vista,Av. Pio XII,2783200,-68.09487025,-16.53033515,gamlp
La Paz,CentroMedico,,,null,,,gamlp
La Paz,CentroMedico,C.M.I. Niño Kollo,"Tacagua, Av. 12 de Abril y 16 de Julio",2324015,-68.14907985,-16.50999398,gamlp
La Paz,CentroMedico,Los Pinos,"C. 25, Lado del Mercado Los Pinos",null,-68.07159291,-16.54232977,gamlp
La Paz,CentroMedico,Psiquiatrico #14.,Entre Diaz Romero y Villalobos,null,-68.12037991,-16.50247644,gamlp
La Paz,CentroMedico,Centro Vocacional SOS,C. 2 de Febrero Esq. C.7,null,-68.08737289,-16.57181525,gamlp
La Paz,CentroMedico,Colegio aldeas Infantiles SOS,Av. Florida Esq. C. 7,null,-68.08462859,-16.57007851,gamlp
La Paz,CentroMedico,La Florida,Av. Costanera Esq. Av. Arequipa,null,-68.09177218,-16.54521937,gamlp
La Paz,CentroMedico,Clínica de Rehabilitación,C. Nicolas Fernandez naranjo Esq. Av Costanera,null,-68.08169563,-16.54491694,gamlp
La Paz,CentroMedico,Embriovid,Av. 21 Washington entre Adrian Patiño y Mariscal de Montenegro,null,-68.0774765,-16.5405306,gamlp
La Paz,CentroMedico,CIASE,Av. Defensores del Chaco Esq. C. 13,null,-68.04603641,-16.53637137,gamlp
La Paz,CentroMedico,Geriátrico Nuevo Amanecer,C. Villegas entre Av. 8 Max Toledo y C. 6 de Julio de la Vega Iturri,null,-68.08507947,-16.52325317,gamlp
La Paz,CentroMedico,Caja Petrolera,Av. 8 Andres de Santa Cruz entre Antonio Diaz Villamil y Costanera,null,-68.10910155,-16.52831631,gamlp
La Paz,CentroMedico,COMIBOL,C. 9 entre Antonio Diaz Villamil y Costanera,null,-68.10837546,-16.52816558,gamlp
La Paz,CentroMedico,Centro Felix Equino Zabala,C. 11 Esq. Final Antonio Diaz Villamil,null,-68.10698324,-16.52850434,gamlp
La Paz,CentroMedico,COF. OBRAJES,C. Roberto Jordan Cuellar 14 de septiembre,null,-68.10976453,-16.52326716,gamlp
La Paz,CentroMedico,El Rosal,Calle E y Calle Clivia,2320987,-68.13139501,-16.5342061,gamlp
La Paz,CentroMedico,Sociedad Católica San José,C. 8,null,-68.13614898,-16.52375589,gamlp
La Paz,CentroMedico,Cotahuma,C. Moxos  C. 5 de Agosto,null,-68.14469027,-16.51512931,gamlp
La Paz,CentroMedico,COTAHUMA,Av. Jaimes Freyre y Av. Jaime Zudañez,null,-68.13944689,-16.51542234,gamlp
La Paz,CentroMedico,Húngara,C. Carlos Medinacelli final C. Severo Alonzo,null,-68.13510553,-16.51289458,gamlp
La Paz,CentroMedico,El Buen Pastor,C. Adan Sardon Z. entre Jaimes Freyre y Melchor Perez de Olguín,null,-68.13294944,-16.51535249,gamlp
La Paz,CentroMedico,MEDICENTRO,Av. 6 de Agosto casi Esq. Belizario Salinas,null,-68.12592896,-16.50958784,gamlp
La Paz,CentroMedico,Banco de Sangre,Av. Bautista Saavedra,null,-68.11956607,-16.50729329,gamlp
La Paz,CentroMedico,Ontológico (V),Av. Bautista Saavedra,null,-68.11976671,-16.50624436,gamlp
La Paz,CentroMedico,INSO,Av. Bautista Saavedra,null,-68.11886226,-16.50683098,gamlp
La Paz,CentroMedico,Morgue,Av. Bautista Saavedra,null,-68.118221,-16.50616659,gamlp
La Paz,CentroMedico,Asistencia Medica Integral,Av. Bautista Saavedra,null,-68.11908695,-16.50596768,gamlp
La Paz,CentroMedico,12 de Abril,C. Francisco Miranda Esq. Nicaragua,null,-68.11921525,-16.5036884,gamlp
La Paz,CentroMedico,Sagrado Corazón,Av. German Busch entre Diaz romero y Rosendo Villalobos,null,-68.1212492,-16.50195237,gamlp
La Paz,CentroMedico,Villa Armonía Policonsultorio,C. Juan XXIII Esq. San Juan,null,-68.11259224,-16.50840845,gamlp
La Paz,CentroMedico,Villa Armonía,"Av. Tupac Katari y C. 6, Parque Picapiedra",2322913,-68.10979536,-16.5080831,gamlp
La Paz,CentroMedico,Posta Sanitaria San Antonio Cebtral,C. Circunvalación,null,-68.10107807,-16.50636419,gamlp
La Paz,CentroMedico,San Antonio,C. Mariano Antezana y Pasaje vehicular,null,-68.11472439,-16.49482665,gamlp
La Paz,CentroMedico,Escobar Uría,Av. H entre C. 7 y C. 9,null,-68.10889199,-16.49276206,gamlp
La Paz,CentroMedico,San Gabriel,C. Pedro Villamil Antonio Velazco,null,-68.11663882,-16.49140955,gamlp
La Paz,CentroMedico,Pacasa,C. Unión,null,-68.11270559,-16.48358725,gamlp
La Paz,CentroMedico,Alcoreza,"C. Alcoreza, 2 cuadras arriba Parada Micro 132",2324019,-68.15153684,-16.50909822,gamlp
La Paz,CentroMedico,Villamil de Rada,C. Villamil de Rada,null,-68.1516617,-16.50706078,gamlp
La Paz,CentroMedico,Alto Chijini,Av. 9 de Abril,null,-68.15561561,-16.50656988,gamlp
La Paz,CentroMedico,Alto San Pedro,C. Zeballos Esq.  Buenos Aires,null,-68.14267514,-16.5075087,gamlp
La Paz,CentroMedico,Brasil,C. Pionero de Rochalde Esq. Canonigo Ayllon,null,-68.13702572,-16.50676116,gamlp
La Paz,CentroMedico,Rengel,C. Victor Sanjines,null,-68.12890975,-16.51515922,gamlp
La Paz,CentroMedico,Caja nacional de Salud,C. Almirante Grau Esq. Mariscal Santa Cruz,null,-68.1349109,-16.49976813,gamlp
La Paz,CentroMedico,La Paz Nro 2 Emergencias,C. Juan de La Riva Casi Esq. Bueno,null,-68.13210647,-16.49881908,gamlp
La Paz,CentroMedico,Modelo,C. Panamá,null,-68.12347458,-16.49719715,gamlp
La Paz,CentroMedico,Dermatológica,C. Guerrilleros Lanza,null,-68.12259282,-16.49716789,gamlp
La Paz,CentroMedico,Arandia,Av. Abel iturralde Esq. Uyuni,null,-68.12413454,-16.49662071,gamlp
La Paz,CentroMedico,Santa Fé,C. Jorge Saenz Esq. Heroes del pacifico,null,-68.12382146,-16.49635941,gamlp
La Paz,CentroMedico,Choferes 1º de Mayo,C. Aspiazu,null,-68.1176445,-16.47063808,gamlp
La Paz,CentroMedico,Caja de Salud,Av. Manco Kapac,null,-68.14304142,-16.49374552,gamlp
La Paz,CentroMedico,Politecnico 21 de Septiembre,C. Nuestra Señora de La Asunción,null,-68.15340682,-16.49166652,gamlp
La Paz,CentroMedico,18 de Mayo,C. Rubén Amezaga,2320580,-68.14643762,-16.47541572,gamlp
La Paz,CentroMedico,Pura Pura,Av. Vasquez,null,-68.14886912,-16.4831126,gamlp
La Paz,CentroMedico,Centro de Salud,Av. Ismael Vasquez,null,-68.14987176,-16.48300286,gamlp
La Paz,CentroMedico,Ciudad Ferroviaria,C. 21 de Enero,null,-68.15131464,-16.48093381,gamlp
La Paz,CentroMedico,La Portada,C. Carlos Quintana,null,-68.15877958,-16.49038175,gamlp
La Paz,CentroMedico,La Merced,C. Aspiazu,null,-68.11776161,-16.47105392,gamlp
La Paz,CentroMedico,,,null,,,gamlp
La Paz,CentroMedico,Asistencia Pública,Av. Simón Bolivar #1519,2203316,-68.13142843,-16.50003009,gamlp
La Paz,CentroMedico,Choquechihuani Hampaturi,C. Choquechihuani,null,-68.04546524,-16.45018572,gamlp
La Paz,CentroMedico,Camsique,Comunidad Pueblo de Zongo,null,-68.06480571,-16.1041399,gamlp
La Paz,CentroMedico,La Portada,Av. Florida,null,-68.16570668,-16.4892944,gamlp
La Paz,CentroMedico,Zongo Choro,Comunidad Monte Verde,null,-67.66878443,-15.76632697,gamlp
La Paz,CentroMedico,Chuquiaguillo,Av. Ramiro Castillo S/N,null,-68.1025452,-16.4594608,gamlp
La Paz,CentroMedico,Cota Cota,"Calle 4 esq. San Luis, Zona Los Rosales",2790376,-68.05072607,-16.54358539,gamlp
Santa Cruz,Mercado,Mercadito 2 de Agosto,Santa Cruz de la Sierra,null,-17.7339537,-63.1430012,gamsc
Santa Cruz,Mercado,Mercado las Pampitas,"Av. Las Pampas, Santa Cruz de la Sierra",null,-17.7691437,-63.1223247,gamsc
Santa Cruz,Mercado,Mercado LIBERTAD,"Calle Jorori, Santa Cruz de la Sierra",null,-17.7418531,-63.0865538,gamsc
Santa Cruz,Mercado,Mercado Panamericano,Santa Cruz de la Sierra,null,-17.7444869,-63.1134466,gamsc
Santa Cruz,Mercado,"Mercado Modelo ""Cortez""",Santa Cruz de la Sierra,null,-17.8897895,-63.1786824,gamsc
Santa Cruz,Mercado,MUTUALISTA 8000 MT.,,null,-17.76289118,-63.16182859,gamsc
Santa Cruz,Mercado,CENTRO DE ABASTECIMIENTO( Mercado El Dorado Norte),"000, Santa Cruz de la Sierra",null,-17.7353823,-63.0981818,gamsc
Santa Cruz,Mercado,Mercado 21 De MAYO (ARROYITO),"Av Arroyito, Santa Cruz de la Sierra",null,-17.8196528,-63.1065447,gamsc
Santa Cruz,Mercado,NUEVO PALMAR mercado parada 15,"Nuevo Palmar 23, Santa Cruz de la Sierra",null,-17.87019,-63.16424,gamsc
Santa Cruz,Mercado,Mercado La Morita,C/ Francisco Kempff y Armando Jordan,null,-17.81645847,-63.18780086,gamsc
Santa Cruz,Mercado,Mercado Santa Rosa,,null,-17.80725259,-63.19691994,gamsc
Santa Cruz,Mercado,Pro Mayor,,null,-17.78921333,-63.15065899,gamsc
Santa Cruz,Mercado,"Mercado ""EL PARAISO""",Santa Cruz de la Sierra,null,-17.8552352,-63.1992998,gamsc
Santa Cruz,Mercado,Mercado La Ramada Centro,,null,-17.79390268,-63.18731004,gamsc
Santa Cruz,Mercado,Mercado Modelo Plan 3000 - MERCADO SAN AURELIO,Santa Cruz de la Sierra,null,-17.8221431,-63.1469843,gamsc
Santa Cruz,Mercado,"Mercado Plan 3000 ""COPACABAna""",Av. El Mechero,null,-17.82606781,-63.12625716,gamsc
Santa Cruz,Mercado,Mercado  Los Pozos,entre C/ 6 Agosto C/Quijarro y Campero,null,-17.77850714,-63.17757144,gamsc
Santa Cruz,Mercado,Mercado Chacarilla,,null,-17.77279903,-63.15073613,gamsc
Santa Cruz,Mercado,Mercado Mutualista,,null,-17.76371847,-63.16096535,gamsc
Santa Cruz,Mercado,Mercado Ramafa,Av. Fuerza Aerea Boliviana y Tumpa,null,-17.80766694,-63.18091613,gamsc
Santa Cruz,Mercado,Mercado Miraflores,Av. 3 pasos al frente y C/ 13 este,null,-17.80026052,-63.1304017,gamsc
Santa Cruz,Mercado,Mercado 7 Calles,entre C/ Vallegrande C/ Isabel La Catolica,null,-17.78640429,-63.18578691,gamsc
Santa Cruz,Mercado,Mercado La Ramada,C/Suto Esq. C/Amboro,null,-17.79475044,-63.19072515,gamsc
Santa Cruz,Mercado,Mercado San Luis,2 anillo Av. Roca yCoronado,null,-17.78384372,-63.19534336,gamsc
Santa Cruz,Mercado,Mercado 4 de Noviembre,Av. Centenario  y 3 anillo,null,-17.7784488,-63.20289953,gamsc
Santa Cruz,Mercado,Mercado El Trompillo,C/José Mercado Aguado,null,-17.8004194,-63.17021976,gamsc
Santa Cruz,Mercado,Mercado Coarco,entre C/12 este C/ 13 este,null,-17.79811372,-63.13259607,gamsc
Santa Cruz,Mercado,Mercado Belen,Radial 26 C/ Los Guapos,null,-17.75511292,-63.18826569,gamsc
Santa Cruz,Mercado,Mercado 12 de Octubre,C/ 8 y Antonio Vicente Ardaya,null,-17.75487911,-63.17960821,gamsc
Santa Cruz,Mercado,Mercado Santa Rosa,3er anillo yAv.Prefecto R.,null,-17.81091454,-63.18953342,gamsc
Santa Cruz,Mercado,Mercado El Progreso, ,null,-17.82326728,-63.13607201,gamsc
Santa Cruz,Mercado,Mercado Guapurú,Santa Cruz de la Sierra,null,-17.8514883,-63.0994603,gamsc
Santa Cruz,Mercado,Mercado La Campana,"Unnamed Road, Santa Cruz de la Sierra",null,-17.8181695,-63.1181657,gamsc
Santa Cruz,Mercado,Mercado Los Pocitos,"Entel - Plan 3000, Santa Cruz de la Sierra",null,-17.8414924,-63.1105623,gamsc
Santa Cruz,Mercado,Mercado Max Fernandez,Santa Cruz de la Sierra,null,-17.8679625,-63.1950069,gamsc
Santa Cruz,Mercado,Mercado Municipal La Cuchilla,"Avenida Moscú, Santa Cruz de la Sierra",null,-17.8262973,-63.2015669,gamsc
Santa Cruz,Mercado,Mercado 25 Mayo,Santa Cruz de la Sierra,null,-17.836757,-63.2391345,gamsc
Santa Cruz,Mercado,Mercado De Alto San Pedro De Comestibles y Material De Ferreteria,"Av Roque Aguilera y, Santa Cruz de la Sierra",null,-17.8108333,-63.1894444,gamsc
Santa Cruz,Mercado,Mercado el Fuerte,"Av El Fuerte, Santa Cruz de la Sierra",null,-17.8472035,-63.1478262,gamsc
Santa Cruz,Mercado,Mercado El Progreso,"Calle 9, Santa Cruz de la Sierra",null,-17.8234055,-63.1359169,gamsc
Santa Cruz,Mercado,Mercado El Quior,Santa Cruz de la Sierra,null,-17.8470775,-63.0813926,gamsc
Santa Cruz,Mercado,Mercado 7 de Abril,Santa Cruz de la Sierra,null,-17.77727,-63.1080071,gamsc
Santa Cruz,Mercado,Mercado Santa Cruz Sur,"Nuevo Palmar, Santa Cruz de la Sierra",null,-17.8512496,-63.1818255,gamsc
Santa Cruz,Mercado,Mercado Palmira(plan 4000),"Unnamed Road, Santa Cruz de la Sierra",null,-17.8772261,-63.1711899,gamsc
Santa Cruz,Mercado,Mercado Santa Cruz Sur,"Nuevo Palmar, Santa Cruz de la Sierra",null,-17.8512496,-63.1818255,gamsc
Santa Cruz,Mercado,Mercado Villa Ortuño, ,null,-17.82861809,-63.2078499,gamsc
Santa Cruz,Mercado,Mercado El Triunfo, ,null,-17.86089593,-63.15467595,gamsc
Santa Cruz,Mercado,Mercado Magisterio Sur, ,null,-17.87082417,-63.17814525,gamsc
Santa Cruz,Mercado,Mercado Urkupiña, ,null,-17.83403551,-63.11437107,gamsc
Santa Cruz,Mercado,Mercado Turere, ,null,-17.84236458,-63.10044299,gamsc
Santa Cruz,Mercado,Mercado Los Tusequis, ,null,-17.74167794,-63.15435609,gamsc
Santa Cruz,Mercado,Mercado  Estacion Argentina, ,null,-17.80006128,-63.15242164,gamsc
Santa Cruz,Mercado,Mercado Villa Fatima,C/ Quirusillas y El Torno,null,-17.81304109,-63.20268356,gamsc
Santa Cruz,Mercado,Mercado Noel Kempffp,Av. Radial 10,null,-17.81239363,-63.12363208,gamsc
Santa Cruz,Mercado,Mercado Primavera,5to anillo de circunvalacion y radial 12,null,-17.8234298,-63.16356301,gamsc
Santa Cruz,Mercado,Mercado Nuevo(Sucre),"entre C/Isabel La Catolica, C/ Sucre",null,-17.78374905,-63.17843778,gamsc
Santa Cruz,Mercado,Mercado Las Orquideas, ,null,-17.83005594,-63.12850049,gamsc
Santa Cruz,Mercado,Mercado Virgen de Lujan, ,null,-17.76040858,-63.12800344,gamsc
Santa Cruz,Mercado,Mercado San Antonio,Av. El Bajio y C/Bibosi,null,-17.82649136,-63.22736845,gamsc
Santa Cruz,Mercado,Mercado La Cuchilla,Av. Moscu y C/ 16 de Julio,null,-17.8263304,-63.2015264,gamsc
Santa Cruz,Mercado,Mercado Los Bosques,Av. Los Bosques. Esq. C/Coridin,null,-17.81273214,-63.21454177,gamsc
Santa Cruz,Mercado,Mercado copacabana,"Calle 6, Santa Cruz de la Sierra",null,-17.8265825,-63.1258009,gamsc
Santa Cruz,Mercado,Cooperativa Societaria 2 de junio Abasto R.L.,Santa Cruz de la Sierra,null,-17.7948076,-63.2042517,gamsc
Santa Cruz,Mercado,Mercado Tito Solari,Av. Lujan y El Bateon,null,-17.74163402,-63.10740385,gamsc
Santa Cruz,Mercado,"Mercado ""Coarco""",Santa Cruz de la Sierra,null,-17.797998,-63.1325829,gamsc
Santa Cruz,Mercado,26 de Abril,"Tamarindo Seco, Santa Cruz de la Sierra",null,-17.829973,-63.1745862,gamsc
Santa Cruz,Mercado,Mercado David Trapero,,null,-17.75883045,-63.15874104,gamsc
Santa Cruz,Mercado,Mercado San Juan,Av. Cumavi y C/6,null,-17.79126078,-63.13705227,gamsc
Santa Cruz,Mercado,Mercado Las Américas,,null,-17.85727331,-63.19548427,gamsc
Santa Cruz,Mercado,Mercado Paurito,,null,-17.88189407,-62.93980766,gamsc
Santa Cruz,Mercado,Mercado Montero Hoyos,,null,-17.63954371,-62.81686787,gamsc
Santa Cruz,Mercado,"Mercado ""La Ramada"" C/ámboro y muchiri",,null,-17.79423929,-63.19021631,gamsc
Santa Cruz,Mercado,Mercado Fortaleza,Santa Cruz de la Sierra,null,-17.863198,-63.1608602,gamsc
Santa Cruz,Mercado,Mercado La Ramada Minorista,,null,-17.83592135,-63.21466629,gamsc
Santa Cruz,Mercado,Mercado Mutualista Abasto II,,null,-17.76259265,-63.16236778,gamsc
Santa Cruz,Mercado,Mercado Modelo Plan 3000,,null,-17.82184518,-63.14740188,gamsc
Santa Cruz,Mercado,Mercado Abasto Campesino,3er anillo ext. Av. Pirai,null,-17.79647282,-63.20429949,gamsc
Santa Cruz,Mercado,Mercado Abasto Mayorista,,null,-17.85012871,-63.23106488,gamsc
Santa Cruz,Mercado,Mercado Los Pozos Minorista,,null,-17.72544061,-63.14821123,gamsc
Santa Cruz,Mercado,Mercado San Jose Obrero,C/Fernando Paticu y Pailon,null,-17.78325663,-63.15992301,gamsc
Santa Cruz,Mercado,Mercado Florida,C/Florida y Buenos Aires,null,-17.78177828,-63.18786543,gamsc
