Id,Departamento,Tipo,Nombre,Direccion,Telefono,Latitud,Longitud,Fuente
7307,Santa Cruz,MercadoMovil,Distrito Urbano 12,Mercado movilES,NA,-17.8590866572,-63.1864405615,gamsc
7308,Santa Cruz,MercadoMovil,Distrito Urbano 9,Mercado movilES,NA,-17.8517868216,-63.1986348666,gamsc
7309,Santa Cruz,MercadoMovil,Distrito Urbano 9,Mercado movilES,NA,-17.8415108853,-63.1958913755,gamsc
7310,Santa Cruz,MercadoMovil,Distrito Urbano 10,Mercado movilES,NA,-17.8355957501,-63.208150723,gamsc
7311,Santa Cruz,MercadoMovil,Distrito Urbano 10,Mercado movilES,NA,-17.8434717789,-63.2136600062,gamsc
7312,Santa Cruz,MercadoMovil,Distrito Urbano 10,Mercado movilES,NA,-17.8273381143,-63.2150686809,gamsc
7313,Santa Cruz,MercadoMovil,Distrito Urbano 10,Mercado movilES,NA,-17.8373243876,-63.2231190001,gamsc
7314,Santa Cruz,MercadoMovil,Distrito Urbano 10,Mercado movilES,NA,-17.8224428544,-63.2202141225,gamsc
7315,Santa Cruz,MercadoMovil,Distrito Urbano 10,Mercado movilES,NA,-17.8314992625,-63.2304477236,gamsc
7316,Santa Cruz,MercadoMovil,Distrito Urbano 10,Mercado movilES,NA,-17.817403285,-63.2256940593,gamsc
7317,Santa Cruz,MercadoMovil,Distrito Urbano 10,Mercado movilES,NA,-17.8247949529,-63.2339666518,gamsc
7318,Santa Cruz,MercadoMovil,Distrito Urbano 10,Mercado movilES,NA,-17.8107577886,-63.2327919343,gamsc
7319,Santa Cruz,MercadoMovil,Distrito Urbano 10,Mercado movilES,NA,-17.8159826074,-63.2386282863,gamsc
7320,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7248695661,-63.1908287226,gamsc
7321,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7208901382,-63.1893412127,gamsc
7322,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7292677458,-63.175893747800004,gamsc
7323,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7223265622,-63.1733522012,gamsc
7324,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7198743324,-63.1806742275,gamsc
7325,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7349013422,-63.1602773692,gamsc
7326,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7282864843,-63.1569817869,gamsc
7327,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7309649965,-63.1501657612,gamsc
7328,Santa Cruz,MercadoMovil,Distrito Urbano 4,Mercado movilES,NA,-17.8009044543,-63.1857232031,gamsc
7329,Santa Cruz,MercadoMovil,Distrito Urbano 4,Mercado movilES,NA,-17.8008907397,-63.1892163255,gamsc
7330,Santa Cruz,MercadoMovil,Distrito Urbano 11,Mercado movilES,NA,-17.7980911993,-63.1926739326,gamsc
7331,Santa Cruz,MercadoMovil,Distrito Urbano 1,Mercado movilES,NA,-17.7848917606,-63.1949764406,gamsc
7332,Santa Cruz,MercadoMovil,Distrito Urbano 3,Mercado movilES,NA,-17.8044700859,-63.1653853317,gamsc
7333,Santa Cruz,MercadoMovil,Distrito Urbano 4,Mercado movilES,NA,-17.8110700494,-63.1741982324,gamsc
7334,Santa Cruz,MercadoMovil,Distrito Urbano 4,Mercado movilES,NA,-17.8106050575,-63.1774463442,gamsc
7335,Santa Cruz,MercadoMovil,Distrito Urbano 4,Mercado movilES,NA,-17.810968458,-63.1902002805,gamsc
7336,Santa Cruz,MercadoMovil,Distrito Urbano 4,Mercado movilES,NA,-17.8103855664,-63.1950989095,gamsc
7337,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7372914344,-63.1542169829,gamsc
7338,Santa Cruz,MercadoMovil,Distrito Industrial,Mercado movilES,NA,-17.7367519705,-63.1416215945,gamsc
7339,Santa Cruz,MercadoMovil,Distrito Industrial,Mercado movilES,NA,-17.7425382659,-63.1455398639,gamsc
7340,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7347579803,-63.1438824493,gamsc
7341,Santa Cruz,MercadoMovil,Distrito Urbano 5,Mercado movilES,NA,-17.7410286839,-63.1480086785,gamsc
7342,Santa Cruz,MercadoMovil,Distrito Urbano 6,Mercado movilES,NA,-17.7426172116,-63.113950713,gamsc
7343,Santa Cruz,MercadoMovil,Distrito Urbano 6,Mercado movilES,NA,-17.7519594012,-63.1290853803,gamsc
7344,Santa Cruz,MercadoMovil,Distrito Urbano 6,Mercado movilES,NA,-17.7617727096,-63.1274202272,gamsc
7345,Santa Cruz,MercadoMovil,Distrito Urbano 6,Mercado movilES,NA,-17.7593845637,-63.1205050818,gamsc
