Departamento,Alcance,Descripcion del alcance,Latitud,Longitud,Dirección,Tipo de proveedor,Nombre ,Tipo de servicios o productos,Servicios o productos,Dias y horarios de atención,Telefonos,A domicilio,Verificado
Santa Cruz,Municipal,Santa Cruz,NA,NA,Avenida Paurita N§ 6055 (Zona Ca¤ada Pailita),Empresa,PRO-MUJER,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.798585,-63.135439,"Calle las Cutas Nø 2469, UV 17",Empresa,PRO-MUJER,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,-17.833034,-63.184774,AV. SANTOS DUMONT 5to: ANILLO BARRIO LOS OLIVOS,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,NA,NA,AV MUTUALISTA Nº 2420 ESQ. CALLE 12,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,NA,NA,AV ROTONDA S UV 149 MZN 1 BARRIO TORO TORO ROTOND,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Santa Cruz,NA,NA,CALLE RENE MORENO Nº476,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Vallegrande,NA,NA,CALLE SANTA CRUZ ESQUINA CALLE FLORIDA S.N,Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Vallegrande,-18.48961,-64.107164,CALLE FLORIDA NO.101 VALLEGRANDE-SANTA CRUZ,Empresa,COOPERATIVA SAN MATEO LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Yapacani,NA,NA,AV. EPIFANIO R.OS SN,Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Yapacani,NA,NA,AV. EPIFANIO RIOS 279 PLANTA BAJA,Empresa,FUBODE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Santa Cruz,Municipal,Yapacani,NA,NA,"Av. Epifanio Rios, Lote 8, Mz 46",Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Azurduy,NA,NA,"Calle Guemes s (cerca de la plaza 14 de Marzo), z",Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Camargo,-20.641470,-65.210606,CALLE AYACUCHO N. 24 ESQ. GRAN CHACO PROV.NOR CIN,Empresa,BANCO FIE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Camargo,-20.64102,-65.210843,Calle Ayacucho Nro. 33,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Camargo,NA,NA,Calle Gran Chaco Nro. 12,Empresa,IDEPRO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Macharety,NA,NA,LUIS CALVO,Empresa,COOP.A.C.SAN FRANCISCO SOLANO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Monteagudo,-19.804334,-63.957591,Calle Marcelo Arana Nro. 45-47,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Monteagudo,-19.800669,-63.955078,Calle Sucre No. 699,Empresa,CAC SAN ROQUE LTDA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Muyupampa,NA,NA,Calle Ayacucho s entre Calle Sucre y German Busc,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Padilla,-19.307199,-64.302584,Litoral,Empresa,BANCO FIE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Padilla,-19.307782,-64.302921,"BOLIVAR No, 2",Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Padilla,NA,NA,,Empresa,CAC SAN ROQUE LTDA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,San Lucas,NA,NA,"Calle Eduardo Avaroa s, localidad San Lucas",Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,San Lucas,NA,NA,Plaza Trigo Arce esq. 25 de Mayo,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Sucre,-19.034067,-65.252826,GUILLERMO LOAYZA No.504 ESQ. J.PRUDENCIO BUSTILLO,Empresa,BANCO ECOFUTURO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Sucre,-19.047389,-65.258501,C. Espa¤a Nø 64 entre Calvo y San Alberto,Empresa,BANCO FASSIL,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Sucre,-19.047708,-65.258714,Plaza 25 de mayo esquina calle Espa¤a,Empresa,BANCO FIE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Sucre,-19.047207,-65.257740,Calle San Alberto No.108 esq. Calle Espa¤a,Empresa,BANCO FORTALEZA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Sucre,-19.047005,-65.258190,c/Espana esq.San Alberto No.106,Empresa,BANCO PRODEM,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Sucre,-19.035174,-65.253608,C. GUSTAVO NAVARRO No. 12,Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Sucre,NA,NA,Calle Man Cesped Nro 510,Empresa,CRECER IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Sucre,-19.034278,-65.255099,"Calle Prudenci Bustillos Nro.262, lado Mercado Ca",Empresa,DIACONIA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Sucre,NA,NA,C. NATANIEL AGUIRRE 391 CASI ESQ. DESTACAMENTO 13,Empresa,FUBODE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Sucre,NA,NA,Calle Espa¤a N§31,Empresa,LA PRIMERA EFV,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Sucre,NA,NA,Calle Marzana Nro. 525.,Empresa,PRO-MUJER,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Sucre,NA,NA,C. J. Prudencio N§ 530 esq. C. Paraguay,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Tarabuco,NA,NA,"Plaza 12 de Marzo, esquina calles Bolívar y Sucre",Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Villa Charcas,NA,NA,c. Julio Andia S frente a la plaza Principal,Empresa,IDEPRO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Sucre,Municipal,Villa Serrano,-19.124360,-64.322187,"Avenida Mauro Nuñez S lote L, Zona central",Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Bermejo,-22.731686,-64.342941,"Av G. Busch, esq C. Chuquisaca (Plaza Principal)",Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Bermejo,-22.731998,-64.342783,CALLE GERMAN BUCH ESQ.LITORAL,Empresa,COOP.SAN JOSE DE BERMEJO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Bermejo,NA,NA,Calle Cochabamba entre Av. Barrientos Ortu¤o y Ca,Empresa,PRO-MUJER,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Carapari,NA,NA,"C Bolívar SN Esq Junín, Z Norte de Carapari prov",Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.529155,-64.734394,AV 29 DE SEPTIEMBRE SN,Empresa,C.A.C ABIERTA MADRE Y MAESTRA LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Padcaya,-21.887959,-64.712785,Calle Gilberto Saavedra (a media cuadra de la pla,Empresa,COOP.MAGISTERIO RURAL TARIJA LTDA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.531742,-64.731602,Av.Domingo Paz entre daniel Campos y Colon N.132,Empresa,BANCO ECOFUTURO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.535077,-64.732185,15 de Abril 124,Empresa,BANCO FASSIL,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.533100,-64.733034,Ingavi 246,Empresa,BANCO FIE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.533558,-64.733857,La Madrid,Empresa,BANCO FORTALEZA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.521015,-64.742941,Tarija,Empresa,BANCO PRODEM,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.540752,-64.725161,Av. La Paz esquina Av. Victor Paz,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.520859,-64.742592,Zona Mercado Campesino,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.533403,-64.734329,C/MADRID ESQ. GRAL TRIGO NO.390,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.521386,-64.742005,Av. Froylan Tejerina N§ 140,Empresa,C.A.C ABIERTA MADRE Y MAESTRA LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.529153,-64.734393,CALLE FRAY MANUEL MINGO Nro. 0573,Empresa,C.A.C ABIERTA MADRE Y MAESTRA LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.533174,-64.732798,"C. INGAVI No.239, edif. CONCORDIA",Empresa,C.A.C. EL CHOROLQUE LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.526199,-64.739830,Av. Panamericana S Zona San Jorge,Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.535112,-64.727989,C. JUNIN Nro. 625 ENTRE INGAVI Y MADRID,Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.532086,-64.734927,Calle campero N 726 entre Ingavi y Bolivar,Empresa,COOP.MAGISTERIO RURAL TARIJA LTDA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.521137,-64.742787,Av.Panamericana Nro 1791,Empresa,DIACONIA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.518541,-64.740023,"Av. Froilan Tejerina, entre Ernesto Trigo y Hugo",Empresa,FONDECO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.532837,-64.733927,Calle Ingavi,Empresa,IDEPRO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Tarija,-21.521865,-64.742354,Zona Mercado Campesino,Empresa,PRO-MUJER,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Uriondo,NA,NA,Avenida Principal frente a la cancha de futbol s.,Empresa,IDEPRO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Valle De La Concepcion,NA,NA,"Calle Recreo esquina Bol¡var, Plaza Principal s.n",Empresa,IDEPRO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Villamontes,-21.262999,-63.470134,"Av. Ingavi, entre Av. H del Chaco y C.Cbba sn z.",Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Villamontes,-21.265846,-63.469799,Av. Mendez Arcos Esq. Calle Ismael Montes,Empresa,C.A.C. EDUCADORES GRAN CHACO LTDA ,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Villamontes,-21.265021,-63.472655,AV MENDEZ ARCO ENTRE POTOSI Y ORURO,Empresa,COOP.A.C.SAN FRANCISCO SOLANO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Yacuiba,-22.016652,-63.679166,CALLE GENERAL CAMPERO ENTRE SANTA CRUZ Y COMERCIO,Empresa,BANCO FIE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Yacuiba,-22.017093,-63.680102,C/GRAL CAMPERO S/N ESQ.MARISCAL STA CRUZ,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Yacuiba,-22.017245,-63.676283,C/Campero #140 entre c/ Martin Barroso y Av.San M,Empresa,C.A.C. EDUCADORES GRAN CHACO LTDA TRJ,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Yacuiba,NA,NA,C. SANTA CRUZ S.N.,Empresa,CAC. GAINZA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Yacuiba,-22.014085,-63.678698,CALLE SANTA CRUZ ESQ.CREVAUX,Empresa,COOP. SAN MARTIN DE PORRES,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Tarija,Municipal,Yacuiba,NA,NA,CALLE SUCRE E. COMERCIO Y SANTA CRUZ Nø 329,Empresa,FUBODE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.385892,-66.154155,Av Salamanca 681-675,Empresa,Libreria Gisbert,Libreria,Librería,null,69902626,Si,No
Cochabamba,Municipal,Cochabamba,NA,NA,null,Empresa,Farmacorp,Farmacia,Farmacia medicamentos,null,4524244,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,null,Empresa,Chavez,Farmacia,Farmacia medicamentos,null,69430074-4522252,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,null,Empresa,Dosis Farma,Farmacia,Farmacia medicamentos,null,70730486,Si ,No
Cochabamba,Municipal,Cochabamba,NA,NA,null,Empresa,Zurich,Farmacia,Farmacia medicamentos,null,65707053,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,null,Empresa,Genial,Servicios Móviles,Taxi,null,61783111-4200424,Si,No
Cochabamba,Municipal,Cochabamba,NA,NA,null,Empresa,OzLife,Oxigeno,Generadores de oxigeno,null,70725870-70779698,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,null,Empresa,YPFB,Gas,Gas a domicilio,null,72072300-800106006,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,null,Público,Policía Nacional,Emergencias,Servicio de ayuda a los adultos mayores,NA,74580911,Si ,Si 
Cochabamba,Municipal,Cochabamba,NA,NA,null,Público,Policía Nacional,Emergencias,Servicio de ayuda a los adultos mayores,NA,76571911,Si ,Si 
Cochabamba,Municipal,Cochabamba,NA,NA,null,Público,Policía Nacional,Emergencias,Servicio de ayuda a los adultos mayores,NA,76902911,Si ,Si 
Cochabamba,Municipal,Cochabamba,NA,NA,null,Público,Policía Nacional,Emergencias,Servicio de ayuda a los adultos mayores,NA,69451911,Si ,Si 
Cochabamba,Municipal,Cochabamba,NA,NA,null,Público,Policía Nacional,Emergencias,Servicio de ayuda a los adultos mayores,NA,69433911,Si ,Si 
Cochabamba,Municipal,Cochabamba,NA,NA,null,Público,Policía Nacional,Emergencias,Servicio de ayuda a los adultos mayores,NA,69452911,Si ,Si 
La Paz,Departamental,La Paz,NA,NA,null,Público,FELCV-La Paz,Servicios Legales,Servicios legales contra la violencia,NA,61000523-67008570,Si,Si
La Paz,Municipal,El Alto,NA,NA,null,Público,FELCV-El Alto,Servicios Legales,Servicios legales contra la violencia,NA,72042202,Si,Si
Cochabamba,Departamental,Cochabamba,NA,NA,null,Público,FELCV-Cochabamba,Servicios Legales,Servicios legales contra la violencia,NA,60707069,Si,Si
Santa Cruz,Departamental,Santa Cruz,NA,NA,null,Público,FELCV-Santa Cruz,Servicios Legales,Servicios legales contra la violencia,NA,72048864,Si,Si
Oruro,Departamental,Oruro,NA,NA,null,Público,FELCV-Oruro,Servicios Legales,Servicios legales contra la violencia,NA,62805818,Si,Si
Potosí,Departamental,Potosí,NA,NA,null,Público,FELCV-Potosi,Servicios Legales,Servicios legales contra la violencia,NA,72042570,Si,Si
Chuquisaca,Departamental,Chuquisaca,NA,NA,null,Público,FELCV-Sucre,Servicios Legales,Servicios legales contra la violencia,NA,72042698,Si,Si
Tarija,Departamental,Tarija,NA,NA,null,Público,FELCV-Tarija,Servicios Legales,Servicios legales contra la violencia,NA,78241690,Si,Si
Beni,Departamental,Beni,NA,NA,null,Público,FELCV-Trinidad,Servicios Legales,Servicios legales contra la violencia,NA,72042202,Si,Si
Pando,Departamental,Pando,NA,NA,null,Público,FELCV-Cobija,Servicios Legales,Servicios legales contra la violencia,NA,72042740,Si,Si
La Paz,Municipal,La Paz,NA,NA,NA,Público,Servicios Legales Municipales,Servicios Legales,Servicios legales contra la violencia,NA,156 - 800104100,Si,Si
La Paz,Municipal,El Alto,NA,NA,NA,Público,Servicios Legales Municipales,Servicios Legales,Servicios legales contra la violencia,NA,156 - 69952322 - 69900536,Si,Si
Cochabamba,Municipal,Cochabamba,NA,NA,NA,Público,Servicios Legales Municipales,Servicios Legales,Servicios legales contra la violencia,NA,80014205 - 76425835,Si,Si
Santa Cruz,Municipal,Santa Cruz de la Sierra,NA,NA,NA,Público,Servicios Legales Municipales,Servicios Legales,Servicios legales contra la violencia,NA,156 - 70960050 - 70060050,Si,Si
Oruro,Municipal,Oruro,NA,NA,NA,Público,Servicios Legales Municipales,Servicios Legales,Servicios legales contra la violencia,NA,68351338,Si,Si
Potosí,Municipal,Potosí,NA,NA,NA,Público,Servicios Legales Municipales,Servicios Legales,Servicios legales contra la violencia,NA,72426236,Si,Si
Chuquisaca,Municipal,Sucre,NA,NA,NA,Público,Servicios Legales Municipales,Servicios Legales,Servicios legales contra la violencia,NA,77114241,Si,Si
Tarija,Municipal,Tarija,NA,NA,NA,Público,Servicios Legales Municipales,Servicios Legales,Servicios legales contra la violencia,NA,800140348,Si,Si
Beni,Municipal,Trinidad,NA,NA,NA,Público,Servicios Legales Municipales,Servicios Legales,Servicios legales contra la violencia,NA,69376262,Si,Si
Pando,Municipal,Cobija,NA,NA,NA,Público,Servicios Legales Municipales,Servicios Legales,Servicios legales contra la violencia,NA,75104501,Si,Si
