Departamento,Alcance,Descripcion del alcance,Latitud,Longitud,Dirección,Tipo de proveedor,Nombre ,Tipo de servicios o productos,Servicios o productos,Dias y horarios de atención,Telefonos,A domicilio,Verificado
Beni,Municipal,Trinidad,NA,NA,AV. GERMAN BUSCH No. 65,Empresa,LA PROMOTORA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Beni,Municipal,Trinidad,NA,NA,"CALLE RAUL MONJE ROCA #48,MEDIA CUADRA AV.BOLIVAR",Empresa,PRO-MUJER,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Beni,Municipal,Yucumo,NA,NA,Carretera a Rurrenabaque sn frente a mercado san,Empresa,BANCO PRODEM,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Beni,Municipal,Yucumo,NA,NA,AV. RURENABAQUE S,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Beni,Municipal,Yucumo,NA,NA,Carretera Principal A Rurrenabaque s/n,Empresa,DIACONIA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Aiquile,NA,NA,"Calle Sucre, entre Arevalo y Heroes del Chaco",Empresa,COOP.SAN PEDRO DE AIQUILE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Anzaldo,NA,NA,Frente Plaza Principal 12 de Octubre,Empresa,COOP.SAN CARLOS BORROMEO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Arani,NA,NA,Calle Obispo La Fuente N.56,Empresa,COOP.SAN CARLOS BORROMEO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Capinota,NA,NA,Plaza 24 de Septiembre acera Norte s.n,Empresa,COOP.LA CANTERA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Capinota,NA,NA,Plaza Principal acera Sud sn lado H.A.M. de Capin,Empresa,FUBODE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Chimore,NA,NA,Avenida Panamericana S y Manzanitos,Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.396549,-66.157043,Calle Nataniel Aguirre esq. Calama,Empresa,BANCO FASSIL,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,NA,NA,"Av.Ballivian No.739, entre calles Teniente Ar‚val",Empresa,BANCO FORTALEZA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.396624,-66.157418,c/Calama entre Ayacucho y Nataniel Aguirre No.164,Empresa,BANCO PRODEM,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.394045,-66.155254,"Calle 25 de Mayo, esquina Sucre Nø 0385",Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.391764,-66.148338,Plaza Sucre entre Pasteur y Aurelio Melean N.1033,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,NA,NA,C 25 DE MAYO N.818 ENTRE AV. AROMA Y BRAZIL,Empresa,C.A.C. ASUNCION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.390373,-66.159323,Av.Ayacucho N.331,Empresa,CACEF LTDA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.396415,-66.179082,Av. Capitan Ustariz Nro. 2003,Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,NA,NA,Calle Juan de La Cruz Torrez N.1674,Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.410556,-66.150875,Av. Republica Nro. 1947 esq. Av. 6 de agosto,Empresa,COOP. COMARAPA LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.386995,-66.154446,C/LANZA No. 548 ENTRE SALAMANCA Y PACCIERI,Empresa,COOP. EMPETROL,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.402672,-66.166822,Av. Mancokapac No.924,Empresa,COOP. PIO X,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.372510,-66.163388,Av.Libertador N.1567 casi Av.America,Empresa,COOP. SAN ANTONIO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.394598,-66.158511,Av. Ayacucho N.290 Esq.Santivanez,Empresa,COOP. SAN MARTIN DE PORRES,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,NA,NA,Av. Peru Nro. 593,Empresa,COOP. CRISTO REY,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.394506,-66.151763,Antezana No. S-0397 Esq. Jordan,Empresa,COOP. LOYOLA LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.407501,-66.150866,Av.Republica N.1644 entre Calle Guayaramerin y Av,Empresa,COOP. SAN CARLOS BORROMEO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,NA,NA,AV. VICTOR USTARIZ No.3119 ESQ. PONANSKI,Empresa,COOP. SAN JOAQUIN LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.360869,-66.170668,"AV. CIRCUNVALACION N.889, ESQUINA AV. CALAMPAMPA",Empresa,COOP. SAN JOAQUIN LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.413206,-66.164108,AV. DE LA PATRIA NO.1961,Empresa,COOP. SAN JOAQUIN LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.371367,-66.176941,AV. AMERICA OESTE Nro. 1386,Empresa,COOP. SARCO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.355340,-66.187019,Av. Simon Lopez N.2685 entre Ma.Ballivian y Humbe,Empresa,COOP. TUKUYPAJ,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.407514,-66.150866,Av. Republica Nro. 1185,Empresa,DIACONIA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,NA,NA,C/ANTEZANA 216 ENTRE ECUADOR Y COLOMBIA,Empresa,FUBODE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.422705,-66.158300,AV. PANAMERICANA 2806,Empresa,FUBODE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,NA,NA,AV. BEIJING NRO.285 ESQ. IDELFONSO,Empresa,HOSPICIO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.390229,-66.156098,c/25 de Mayo entre Colombia y Ecuador,Empresa,HOSPICIO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,-17.392341,-66.156580,c/Espana esq. Heroinas No.0111,Empresa,LA PROMOTORA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Cochabamba,NA,NA,AV. BLANCO GALINDO N.1158 ENTRE AV. PERU Y S. ALB,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Colomi,NA,NA,C. MAN CESPED S.N. KM. 49 CARRETERA CBBA STA. CRU,Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Entre Rios,NA,NA,Calle Eduardo Avaroa s esq. Bolívar (Plaza Princip,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Entre Rios,NA,NA,"CARRETERA PRINCIPAL A SCZ Km. 271,ACERA NORTE",Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Entre Rios,NA,NA,Calle Froilan Tejerina y Alianza,Empresa,COOP.MAGISTERIO RURAL TARIJA LTDA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Independencia,NA,NA,PLZ. 6 DE AGOSTO Villa Indep Prov. Ayopaya acera,Empresa,C.A.C. SAN FRANCISCO DE ASIS LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Ivirgarzama,NA,NA,AV. MORTENSSON S.N. PLAZA PRINCIPAL,Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Ivirgarzama,NA,NA,AV. MONTESORI ESQ. LEONARDO QUISPE,Empresa,COOP. PIO X,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Mizque,NA,NA,CALLE LITORAL S.N. ENTRE COCHABAMBA Y MORALES,Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Mizque,NA,NA,C. Tapia s.n. Plaza Independencia,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Omereque,NA,NA,Plaza 9 de Mayo esq. Bolivar,Empresa,COOP. COMARAPA LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Omereque,NA,NA,Plaza 9 de mayo,Empresa,COOP.SAN PEDRO DE AIQUILE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Punata,-17.543816,-65.837360,"Calle Andrés María Torrico, Esquina Ingavi",Empresa,FUBODE,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Punata,-17.547026,-65.836225,Av Gualberto Villarroel,Empresa,HOSPICIO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Punata,-17.547412,-65.836254,AV. GUALBERTO VILLARROEL NO.107,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Quillacollo,-17.396534,-66.280776,Calle Cochabamba s.n entre Heroes del Acre y Ball,Empresa,BANCO FORTALEZA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Quillacollo,NA,NA,Calle 14 de septiembre #E-138,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Quillacollo,-17.393015,-66.282882,Calle Carmela Serruto casi esq.Av.Santa Cruz,Empresa,CAC COOPROLE LTDA.,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Quillacollo,NA,NA,Av. Albina Pati¤o No.220 entre Av. Sta. Cruz y Co,Empresa,CIDRE IFD,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Quillacollo,NA,NA,Plaza 27 de mayo,Empresa,COOP.CRISTO REY,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Quillacollo,NA,NA,Plaza Bolivar,Empresa,HOSPICIO,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Quillacollo,NA,NA,Av. Blanco Galindo entre 23 de Marzo y Suarez Mir,Empresa,PRO-MUJER,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Quillacollo,NA,NA,CALLE CARMELA SERRUTO N.126 ENTRE W.BALLIVIAN Y S,Empresa,SEMBRAR SARTAWI,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Sacaba,-17.403704,-66.038502,CALLE BOLIVAR Nro. 366 ENTRE AYACUCHO Y COLON,Empresa,BANCO FORTALEZA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Sacaba,NA,NA,AVENIDA BARRIENTOS ESQUINA MONSE¥OR ALCOCER SN,Empresa,BANCO UNION,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Sacaba,-17.403507,-66.040038,Plaza 06 de Agosto acera Norte,Empresa,CACEF LTDA,Servicios Financieros,Transacciones bancarias,null,null,No,Si
Cochabamba,Municipal,Sacaba,NA,NA,Calle Junin N.155,Empresa,COOP. PIO X,Servicios Financieros,Transacciones bancarias,null,null,No,Si
