type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/OBJECTID_1,properties/OBJECTID,properties/LAYER,properties/Nombre,properties/Direccion,properties/Zona,properties/distrito,properties/owner,properties/usuario,properties/fechaActual,properties/observaciones,geometry
Feature,edificios.457,Point,-68.14705493,-16.49447427,geom,747,830,EDIFICIOS,Edificio Galería Rosalva,,,7,,clara.revollo,2016-07-26T00:45:32.727Z,,
Feature,edificios.458,Point,-68.14695093,-16.49579927,geom,748,831,EDIFICIOS,Edificio Baptista,,,7,,,,,
Feature,edificios.459,Point,-68.1341452,-16.4930598,geom,749,832,EDIFICIOS,Edificio Eva María,,,1,,clara.revollo,2016-07-26T01:00:52.397Z,,
Feature,edificios.460,Point,-68.14230049,-16.48481162,geom,750,833,EDIFICIOS,Edificio Ex-Soligno,,,11,,,,,
Feature,edificios.462,Point,-68.14371441,-16.48574853,geom,752,835,EDIFICIOS,Edificio Galesa,,,11,,,,,
Feature,edificios.463,Point,-68.14241992,-16.48598975,geom,753,836,EDIFICIOS,Edificio 4 Hermanos,,,11,,,,,
Feature,edificios.464,Point,-68.1322629,-16.48733394,geom,754,837,EDIFICIOS,Edificio Crucero,,,11,,,,,
Feature,edificios.465,Point,-68.12495818,-16.48886202,geom,755,838,EDIFICIOS,Edificio Resolana,,,2,,,,,
Feature,edificios.466,Point,-68.13701031,-16.49869959,geom,756,840,EDIFICIOS,Edificio Peatonal,,,6,,,,,
Feature,edificios.467,Point,-68.13698628,-16.4993252,geom,757,841,EDIFICIOS,Edificio San Lorenzo,,,6,,,,,
Feature,edificios.468,Point,-68.12548272,-16.49778905,geom,758,842,EDIFICIOS,Edificio Silbana,,,2,,,,,
Feature,edificios.469,Point,-68.12378101,-16.49888726,geom,759,843,EDIFICIOS,Edificio Olimpia,,,2,,,,,
Feature,edificios.470,Point,-68.12407703,-16.49858135,geom,760,844,EDIFICIOS,Edificio Holanda,,,2,,,,,
Feature,edificios.471,Point,-68.12361924,-16.49613451,geom,761,845,EDIFICIOS,Edificio H. Del Pacifico,,,2,,,,,
Feature,edificios.472,Point,-68.12364863,-16.4969227,geom,762,846,EDIFICIOS,Edificio Shopin Miraflores,,,2,,,,,
Feature,edificios.473,Point,-68.12281074,-16.4962022,geom,763,847,EDIFICIOS,Edificio Canal 27,,,2,,,,,
Feature,edificios.474,Point,-68.12153349,-16.49601263,geom,764,848,EDIFICIOS,Edificio Monterrey,,,2,,,,,
Feature,edificios.475,Point,-68.12098213,-16.49591852,geom,765,849,EDIFICIOS,Edificio Rada Urquieta,,,2,,,,,
Feature,edificios.476,Point,-68.12102027,-16.4967345,geom,766,850,EDIFICIOS,Edificio Monaco,,,2,,,,,
Feature,edificios.477,Point,-68.12228696,-16.49429065,geom,767,851,EDIFICIOS,Edificio Miguel Angel,,,2,,,,,
Feature,edificios.478,Point,-68.12175421,-16.49444126,geom,768,852,EDIFICIOS,Edificio Antofagasta,,,2,,,,,
Feature,edificios.479,Point,-68.12150702,-16.49986947,geom,769,853,EDIFICIOS,Edificio Unitel,,,2,,,,,
Feature,edificios.480,Point,-68.12061788,-16.49618363,geom,770,854,EDIFICIOS,Edificio Mercedes,,,2,,,,,
Feature,edificios.481,Point,-68.1205742,-16.49674159,geom,771,855,EDIFICIOS,Edificio Belgica,,,2,,,,,
Feature,edificios.482,Point,-68.11918394,-16.49707098,geom,772,856,EDIFICIOS,Edificio San Martin De Porres,,,2,,,,,
Feature,edificios.483,Point,-68.1190825,-16.4967227,geom,773,857,EDIFICIOS,Edificio San Martin De Porres,,,2,,,,,
Feature,edificios.484,Point,-68.12014887,-16.49557978,geom,774,858,EDIFICIOS,Edificio Habana,,,2,,,,,
Feature,edificios.485,Point,-68.11938094,-16.49527454,geom,775,859,EDIFICIOS,Edificio 2do Pasaje,,,2,,,,,
Feature,edificios.486,Point,-68.11716305,-16.49515705,geom,776,860,EDIFICIOS,Edificio Local 6,,,14,,,,,
Feature,edificios.487,Point,-68.12104462,-16.49298676,geom,777,861,EDIFICIOS,Edificio Los Cisnes,,,2,,,,,
Feature,edificios.488,Point,-68.12116469,-16.49209264,geom,778,862,EDIFICIOS,Edificio Colibri,,,2,,,,,
Feature,edificios.489,Point,-68.12171435,-16.49216387,geom,779,863,EDIFICIOS,Edificio Hamburgon,,,2,,,,,
Feature,edificios.490,Point,-68.12234333,-16.49210295,geom,780,864,EDIFICIOS,Edificio Gaby,,,2,,,,,
Feature,edificios.491,Point,-68.12329417,-16.49117925,geom,781,865,EDIFICIOS,Edificio San Juan,,,2,,,,,
Feature,edificios.492,Point,-68.12274184,-16.48300602,geom,782,867,EDIFICIOS,Edificio Emmanuel,,,12,,,,,
Feature,edificios.493,Point,-68.12197011,-16.48173647,geom,783,868,EDIFICIOS,Edificio Navarro,,,12,,,,,
Feature,edificios.494,Point,-68.12092861,-16.47999935,geom,784,869,EDIFICIOS,Edificio Shopping La Cumbre,,,13,,,,,
Feature,edificios.495,Point,-68.119493,-16.47951545,geom,785,871,EDIFICIOS,Edificio J  Y A,,,13,,,,,
Feature,edificios.496,Point,-68.12015382,-16.47916243,geom,786,872,EDIFICIOS,Edificio Ocobaya,,,13,,,,,
Feature,edificios.497,Point,-68.12037107,-16.47917299,geom,787,873,EDIFICIOS,Edificio Galería Yungas,,,13,,clara.revollo,2016-07-26T00:45:45.880Z,,
Feature,edificios.498,Point,-68.11530313,-16.47809639,geom,788,874,EDIFICIOS,Edificio Cala 2,,,13,,,,,
Feature,edificios.499,Point,-68.11931378,-16.46590534,geom,789,875,EDIFICIOS,Edificio Centro Comercial Virgen De Copacabana,,,13,,,,,
Feature,edificios.500,Point,-68.12053972,-16.51419348,geom,790,876,EDIFICIOS,Edificio San Patricio,,,1,,,,,
Feature,edificios.501,Point,-68.1131065,-16.52254748,geom,791,877,EDIFICIOS,Edificio Milenio,,,21,,,,,
Feature,edificios.502,Point,-68.11427329,-16.52238899,geom,792,878,EDIFICIOS,Edificio Torre Sur,,,21,,,,,
Feature,edificios.503,Point,-68.11241389,-16.52359789,geom,793,879,EDIFICIOS,Edificio María Isabel,,,21,,clara.revollo,2016-07-26T01:01:02.220Z,,
Feature,edificios.504,Point,-68.10801841,-16.52609541,geom,794,880,EDIFICIOS,Edificio Loyola II,,,21,,,,,
Feature,edificios.505,Point,-68.107448,-16.52637773,geom,795,881,EDIFICIOS,Edificio Angelica,,,21,,,,,
Feature,edificios.506,Point,-68.10583411,-16.52650026,geom,796,882,EDIFICIOS,Edificio Alcala,,,21,,,,,
Feature,edificios.507,Point,-68.10619922,-16.52710434,geom,797,883,EDIFICIOS,Edificio Allegro,,,21,,,,,
Feature,edificios.508,Point,-68.10523419,-16.5276332,geom,798,884,EDIFICIOS,Edificio Reyna Esther,,,21,,,,,
Feature,edificios.509,Point,-68.10231575,-16.53379014,geom,799,885,EDIFICIOS,Edificio Horty Pb,,,21,,,,,
Feature,edificios.510,Point,-68.10077401,-16.53446092,geom,800,886,EDIFICIOS,Edificio San Ignacio,,,21,,,,,
Feature,edificios.511,Point,-68.10282801,-16.52725039,geom,801,887,EDIFICIOS,Edificio Morusb,,,21,,,,,
Feature,edificios.512,Point,-68.10089541,-16.52976076,geom,802,888,EDIFICIOS,Edificio G. C. Mario Mercado,,,21,,,,,
Feature,edificios.513,Point,-68.10388172,-16.52871049,geom,803,889,EDIFICIOS,Edificio Rodolfo Valentino,,,21,,,,,
Feature,edificios.514,Point,-68.08868796,-16.54078073,geom,804,892,EDIFICIOS,Edificio Luxar,,,18,,,,,
Feature,edificios.515,Point,-68.08746075,-16.54038019,geom,805,893,EDIFICIOS,Edificio Penaloza,,,18,,,,,
Feature,edificios.516,Point,-68.08481261,-16.53909804,geom,806,894,EDIFICIOS,Edificio Molino,,,18,,,,,
Feature,edificios.517,Point,-68.08377652,-16.5396046,geom,807,895,EDIFICIOS,Edificio Shopping Ketal,,,18,,,,,
Feature,edificios.518,Point,-68.08243244,-16.53855358,geom,808,896,EDIFICIOS,Edificio Maira,,,18,,,,,
Feature,edificios.519,Point,-68.08190613,-16.53842731,geom,809,897,EDIFICIOS,Edificio Horizonte,,,18,,,,,
Feature,edificios.520,Point,-68.07586841,-16.53714687,geom,810,898,EDIFICIOS,Edificio Villa Del Sol,,,18,,,,,
Feature,edificios.521,Point,-68.07804381,-16.53995436,geom,811,899,EDIFICIOS,Edificio Prado,,,18,,,,,
Feature,edificios.522,Point,-68.07921478,-16.54035339,geom,812,900,EDIFICIOS,Edificio La Chihuina,,,18,,,,,
Feature,edificios.523,Point,-68.07884335,-16.54056405,geom,813,901,EDIFICIOS,Edificio Corona,,,18,,,,,
Feature,edificios.524,Point,-68.07863509,-16.54055574,geom,814,902,EDIFICIOS,Edificio Arcangel,,,18,,,,,
Feature,edificios.525,Point,-68.07795351,-16.54083837,geom,815,903,EDIFICIOS,Edificio Centro Moda,,,18,,,,,
Feature,edificios.526,Point,-68.07910503,-16.54086882,geom,816,904,EDIFICIOS,Edificio Triunfo,,,18,,,,,
Feature,edificios.527,Point,-68.07989864,-16.54114265,geom,817,905,EDIFICIOS,Edificio Galería Telleria,,,18,,clara.revollo,2016-07-26T00:45:55.857Z,,
Feature,edificios.528,Point,-68.07898636,-16.54111014,geom,818,906,EDIFICIOS,Edificio Galería Futuro,,,18,,clara.revollo,2016-07-26T00:46:05.640Z,,
Feature,edificios.529,Point,-68.07844067,-16.54134957,geom,819,907,EDIFICIOS,Edificio Galería Lirios,,,18,,clara.revollo,2016-07-26T00:46:32.937Z,,
Feature,edificios.530,Point,-68.07836547,-16.54151172,geom,820,908,EDIFICIOS,Edificio Galeria Futuro,,,18,,,,,
Feature,edificios.531,Point,-68.08082242,-16.54218816,geom,821,909,EDIFICIOS,Edificio Aurora,,,18,,,,,
Feature,edificios.532,Point,-68.07684418,-16.54578351,geom,822,910,EDIFICIOS,Edificio Basaure,,,18,,,,,
Feature,edificios.533,Point,-68.06167518,-16.54451213,geom,823,912,EDIFICIOS,Edificio Lirias,,,18,,,,,
Feature,edificios.534,Point,-68.07031176,-16.53011594,geom,824,914,EDIFICIOS,Edificio El Cabo,,,18,,,,,
Feature,edificios.535,Point,-68.07320978,-16.53043117,geom,825,915,EDIFICIOS,Edificio Galeria Milenium,,,18,,,,,
Feature,edificios.536,Point,-68.07874683,-16.53021651,geom,826,916,EDIFICIOS,Edificio Eifel,,,18,,,,,
Feature,edificios.537,Point,-68.08556568,-16.52631833,geom,827,917,EDIFICIOS,Edificio El Arca,,,18,,,,,
Feature,edificios.538,Point,-68.12985032,-16.51785081,geom,828,918,EDIFICIOS,Edificio Epocas,,,3,,,,,
Feature,edificios.539,Point,-68.13033452,-16.51837829,geom,829,919,EDIFICIOS,Edificio Luisa,,,3,,,,,
Feature,edificios.540,Point,-68.10081663,-16.45722312,geom,830,920,EDIFICIOS,Edificio Cotapata,,,13,,,,,
Feature,edificios.541,Point,-68.13046026,-16.5092595,geom,831,921,EDIFICIOS,Edificio Ecuador,,,3,,,,,
Feature,edificios.542,Point,-68.11803606,-16.48884714,geom,1982,2516,INST_PUBLICA,Edificio Técnico Municipal,,,14,,carlos.medrano,2016-07-25T23:42:02.167Z,,
Feature,edificios.543,Point,-68.14155675,-16.4973063,geom,3526,501,EDIFICIOS,Edificio Tocuyos,,,1,,,,,
Feature,edificios.544,Point,-68.1412779,-16.49394089,geom,3527,529,EDIFICIOS,Edificio Metropoli,,,1,,,,,
Feature,edificios.545,Point,-68.14095676,-16.49330725,geom,3528,538,EDIFICIOS,Edificio Neptuno,,,1,,,,,
Feature,edificios.546,Point,-68.14305115,-16.49512472,geom,3529,518,EDIFICIOS,Edificio Galería Asahi,,,1,,clara.revollo,2016-07-26T00:43:33.923Z,,
Feature,edificios.547,Point,-68.14402705,-16.49489194,geom,3530,553,EDIFICIOS,Edificio Sagrados Corazones,,,1,,,,,
Feature,edificios.548,Point,-68.14384937,-16.49459104,geom,3531,554,EDIFICIOS,Edificio Pasaje14 Septiembre,,,1,,,,,
Feature,edificios.549,Point,-68.14081899,-16.49423642,geom,3532,525,EDIFICIOS,Edificio Eguino,,,1,,,,,
Feature,edificios.550,Point,-68.14321943,-16.49167091,geom,3533,414,EDIFICIOS,Edificio Delgado,,,1,,,,,
Feature,edificios.551,Point,-68.14180739,-16.49429469,geom,3534,524,EDIFICIOS,Edificio Virgen Del Rosario,,,1,,,,,
Feature,edificios.552,Point,-68.13392936,-16.49728812,geom,3535,615,EDIFICIOS,Edificio Credinform,,,1,,,,,
Feature,edificios.553,Point,-68.13399971,-16.49739678,geom,3536,616,EDIFICIOS,Edificio Scala,,,1,,,,,
Feature,edificios.554,Point,-68.13215391,-16.50103017,geom,3537,655,EDIFICIOS,Edificio Park Inn,,,1,,,,,
Feature,edificios.555,Point,-68.12093688,-16.48436161,geom,3538,866,EDIFICIOS,Edificio Senora De La Paz,,,2,,,,,
Feature,edificios.556,Point,-68.11955048,-16.4971931,geom,3539,363,EDIFICIOS,Edificio Rivas,,,2,,,,,
Feature,edificios.557,Point,-68.13348277,-16.50222509,geom,3540,667,EDIFICIOS,Edificio Chuquiago,,,6,,,,,
Feature,edificios.558,Point,-68.13373641,-16.50090742,geom,3541,656,EDIFICIOS,Edificio Hermann,,,6,,,,,
Feature,edificios.559,Point,-68.13445077,-16.50048699,geom,3542,651,EDIFICIOS,Edificio Camara De Comercio,,,6,,,,,
Feature,edificios.560,Point,-68.13437582,-16.5003256,geom,3543,650,EDIFICIOS,Edificio La Primera Bloque B,,,6,,,,,
Feature,edificios.561,Point,-68.12058214,-16.47986377,geom,3544,870,EDIFICIOS,Edificio Galeria Santa Isabel,,,13,,,,,
Feature,edificios.562,Point,-68.07415816,-16.54691253,geom,3545,10728,EDIFICIOS,Condominio 6 de Agosto,,,18,,,,,
Feature,edificios.563,Point,-68.121281,-16.48617337,geom,3546,10729,EDIFICIOS,Condomino Los Alamos,,,2,,,,,
Feature,edificios.564,Point,-68.11094034,-16.52111056,geom,3547,10732,EDIFICIOS,Edificio Antares,,,21,,,,,
Feature,edificios.565,Point,-68.07652432,-16.54346043,geom,3548,10733,EDIFICIOS,Edificio Antena,,,18,,,,,
Feature,edificios.566,Point,-68.1189025,-16.5024377,geom,3549,10734,EDIFICIOS,Edificio Margarita,,,2,,,,,
Feature,edificios.567,Point,-68.12810956,-16.50510128,geom,3550,10735,EDIFICIOS,Edificio María Cristina,,,1,,clara.revollo,2016-07-26T01:01:11.307Z,,
Feature,edificios.568,Point,-68.12634694,-16.50510602,geom,3551,10736,EDIFICIOS,Edificio Alejandria,,,1,,,,,
Feature,edificios.569,Point,-68.12423636,-16.50777395,geom,3552,778,EDIFICIOS,Edificio Alicante,,,1,,,,,
Feature,edificios.570,Point,-68.13635681,-16.49639186,geom,3553,10737,EDIFICIOS,Edificio Almaraz,,,1,,,,,
Feature,edificios.571,Point,-68.08195176,-16.54113021,geom,3554,10738,EDIFICIOS,Edificio Aranjuez,,,18,,,,,
Feature,edificios.572,Point,-68.12295795,-16.5130373,geom,3555,791,EDIFICIOS,Edificio Artemis,,,1,,,,,
Feature,edificios.573,Point,-68.08339273,-16.54548382,geom,3556,10739,EDIFICIOS,Edificio Artesano,,,18,,,,,
Feature,edificios.574,Point,-68.11758416,-16.50114497,geom,3557,10740,EDIFICIOS,Asociacion Nacional de Sub Oficiales y Sargentos,,,2,,,,,
Feature,edificios.575,Point,-68.13007166,-16.51207725,geom,3558,10741,EDIFICIOS,Edificio Bel Jardin,,,3,,,,,
Feature,edificios.576,Point,-68.0720662,-16.53919554,geom,3559,10742,EDIFICIOS,Edificio Bingo Bahiti,,,18,,,,,
Feature,edificios.578,Point,-68.14216528,-16.4854204,geom,3561,10744,EDIFICIOS,Edificio Bloque F,,,11,,,,,
Feature,edificios.579,Point,-68.1423094,-16.48577235,geom,3562,10745,EDIFICIOS,Edificio Bloque H,,,11,,,,,
Feature,edificios.597,Point,-68.07525814,-16.54429889,geom,3580,10763,EDIFICIOS,Edificio Bloque 13,,,18,,,,,
Feature,edificios.601,Point,-68.07215071,-16.5431158,geom,3584,10767,EDIFICIOS,Edificio Bloque 135,,,18,,,,,
Feature,edificios.602,Point,-68.07241097,-16.54314622,geom,3585,10768,EDIFICIOS,Edificio Bloque 136,,,18,,,,,
Feature,edificios.603,Point,-68.0726231,-16.54319594,geom,3586,10769,EDIFICIOS,Edificio Bloque 137,,,18,,,,,
Feature,edificios.604,Point,-68.07275879,-16.54336968,geom,3587,10770,EDIFICIOS,Edificio Bloque 138,,,18,,,,,
Feature,edificios.605,Point,-68.07465837,-16.54318303,geom,3588,10772,EDIFICIOS,Edificio Bloque 139,,,18,,,,,
Feature,edificios.606,Point,-68.07540943,-16.54438248,geom,3589,10773,EDIFICIOS,Edificio Bloque 14,,,18,,,,,
Feature,edificios.611,Point,-68.07573629,-16.54370113,geom,3594,10778,EDIFICIOS,Edificio Bloque 16,,,18,,,,,
Feature,edificios.613,Point,-68.0757755,-16.54343062,geom,3596,10780,EDIFICIOS,Edificio Bloque 18,,,18,,,,,
Feature,edificios.614,Point,-68.07566991,-16.54330578,geom,3597,10781,EDIFICIOS,Edificio Bloque 19,,,18,,,,,
Feature,edificios.616,Point,-68.10588738,-16.52874363,geom,3599,10783,EDIFICIOS,Edificio Bloque 2,,,21,,,,,
Feature,edificios.627,Point,-68.07618799,-16.54441031,geom,3610,10794,EDIFICIOS,Edificio Bloque 3,,,18,,,,,
Feature,edificios.678,Point,-68.07313783,-16.54398283,geom,3661,11193,EDIFICIOS,Edificio Bloque 79,,,18,,,,,
Feature,edificios.687,Point,-68.07283402,-16.54407293,geom,3670,11202,EDIFICIOS,Edificio Bloque 89,,,18,,,,,
Feature,edificios.688,Point,-68.07574428,-16.54414742,geom,3671,11203,EDIFICIOS,Edificio Bloque 9,,,18,,,,,
Feature,edificios.689,Point,-68.07268934,-16.54419117,geom,3672,11204,EDIFICIOS,Edificio Bloque 90,,,18,,,,,
Feature,edificios.690,Point,-68.07302654,-16.54425851,geom,3673,11205,EDIFICIOS,Edificio Bloque 91,,,18,,,,,
Feature,edificios.691,Point,-68.07289515,-16.54437497,geom,3674,11206,EDIFICIOS,Edificio Bloque 92,,,18,,,,,
Feature,edificios.692,Point,-68.07279393,-16.54452632,geom,3675,11207,EDIFICIOS,Edificio Bloque 93,,,18,,,,,
Feature,edificios.693,Point,-68.07265031,-16.54442326,geom,3676,11208,EDIFICIOS,Edificio Bloque 94,,,18,,,,,
Feature,edificios.694,Point,-68.07250863,-16.5443129,geom,3677,11209,EDIFICIOS,Edificio Bloque 95,,,18,,,,,
Feature,edificios.695,Point,-68.07218056,-16.54506861,geom,3678,11210,EDIFICIOS,Edificio Bloque 96,,,18,,,,,
Feature,edificios.696,Point,-68.07224955,-16.54491529,geom,3679,11211,EDIFICIOS,Edificio Bloque 97,,,18,,,,,
Feature,edificios.697,Point,-68.07227158,-16.54467031,geom,3680,11212,EDIFICIOS,Edificio Bloque 98,,,18,,,,,
Feature,edificios.698,,,,geom,3681,11213,EDIFICIOS,Edificio Bloque 99,,,,,,,,
Feature,edificios.699,Point,-68.14030338,-16.49780807,geom,3682,11214,EDIFICIOS,Edificio Bloque A,,,1,,,,,
Feature,edificios.700,Point,-68.12967936,-16.5025617,geom,3683,11215,EDIFICIOS,Edificio Bloque A,,,2,,,,,
Feature,edificios.701,Point,-68.14353735,-16.48433041,geom,3684,11216,EDIFICIOS,Edificio Bloque A,,,11,,,,,
Feature,edificios.702,Point,-68.14057032,-16.49734014,geom,3685,11217,EDIFICIOS,Edificio Bloque A Isaac Tamayo,,,1,,,,,
Feature,edificios.703,Point,-68.12220683,-16.50310937,geom,3686,11218,EDIFICIOS,Edificio Independencia Bloque A,,,2,,carlos.medrano,2016-07-26T14:19:45.467Z,,
Feature,edificios.704,Point,-68.12234454,-16.50319294,geom,3687,11219,EDIFICIOS,Edificio Independencia Torre II,,,2,,carlos.medrano,2016-07-26T14:20:30.223Z,,
Feature,edificios.705,Point,-68.14046555,-16.49769002,geom,3688,11220,EDIFICIOS,Edificio Bloque B,,,1,,,,,
Feature,edificios.706,Point,-68.12944583,-16.50272407,geom,3689,11221,EDIFICIOS,Edificio Bloque B,,,2,,,,,
Feature,edificios.707,Point,-68.14303967,-16.48458071,geom,3690,11222,EDIFICIOS,Edificio Bloque B,,,11,,,,,
Feature,edificios.708,Point,-68.0661327,-16.52294003,geom,3691,11223,EDIFICIOS,Edificio Bloque B,,,18,,,,,
Feature,edificios.709,Point,-68.07444005,-16.54283985,geom,3692,11224,EDIFICIOS,Edificio Bloque B-142,,,18,,,,,
Feature,edificios.710,Point,-68.07394542,-16.5431823,geom,3693,11225,EDIFICIOS,Edificio Bloque B-60,,,18,,,,,
Feature,edificios.711,Point,-68.07374831,-16.54316192,geom,3694,11226,EDIFICIOS,Edificio Bloque B-61,,,18,,,,,
Feature,edificios.712,Point,-68.14048989,-16.4975434,geom,3695,11227,EDIFICIOS,Edificio Bloque B Isaac Tamayo,,,1,,,,,
Feature,edificios.713,Point,-68.11307695,-16.51528317,geom,3696,11228,EDIFICIOS,Edificio Bloque B1-1 B1-2,,,17,,,,,
Feature,edificios.714,Point,-68.1128763,-16.5155397,geom,3697,11229,EDIFICIOS,Edificio Bloque B2-1 B2-2,,,17,,,,,
Feature,edificios.715,Point,-68.12549305,-16.49232889,geom,3698,11230,EDIFICIOS,Edificio Bloque BIII-AIV,,,12,,,,,
Feature,edificios.716,Point,-68.14084278,-16.49757386,geom,3699,11231,EDIFICIOS,Edificio Bloque C,,,1,,,,,
Feature,edificios.717,Point,-68.06571766,-16.52270088,geom,3700,11232,EDIFICIOS,Edificio Bloque C,,,18,,,,,
Feature,edificios.718,Point,-68.14065341,-16.49776295,geom,3701,11233,EDIFICIOS,Edificio Bloque C-B,,,1,,,,,
Feature,edificios.719,Point,-68.14185165,-16.48522107,geom,3702,11234,EDIFICIOS,Edificio Bloque D,,,11,,,,,
Feature,edificios.720,Point,-68.06559886,-16.52290756,geom,3703,11235,EDIFICIOS,Edificio Bloque D,,,18,,,,,
Feature,edificios.721,Point,-68.12564032,-16.49226461,geom,3704,11236,EDIFICIOS,Edificio Bloque DI-CII-EV,,,12,,,,,
Feature,edificios.722,Point,-68.14252092,-16.48510243,geom,3705,11237,EDIFICIOS,Edificio Bloque E,,,11,,,,,
Feature,edificios.723,Point,-68.06554949,-16.52308782,geom,3706,11238,EDIFICIOS,Edificio Bloque E,,,18,,,,,
Feature,edificios.724,Point,-68.14279145,-16.48531436,geom,3707,11239,EDIFICIOS,Edificio Bloque F,,,11,,,,,
Feature,edificios.725,Point,-68.06550025,-16.52324134,geom,3708,11240,EDIFICIOS,Edificio Bloque F,,,18,,,,,
Feature,edificios.726,Point,-68.06572094,-16.52345957,geom,3709,11241,EDIFICIOS,Edificio Bloque G,,,18,,,,,
Feature,edificios.727,Point,-68.06590355,-16.52367095,geom,3710,11242,EDIFICIOS,Edificio Bloque H,,,18,,,,,
Feature,edificios.728,Point,-68.12066393,-16.50313134,geom,3711,11243,EDIFICIOS,Edificio Bloque I,,,2,,,,,
Feature,edificios.729,Point,-68.06611623,-16.5233945,geom,3712,11244,EDIFICIOS,Edificio Bloque I,,,18,,,,,
Feature,edificios.730,Point,-68.12048655,-16.50311549,geom,3713,11245,EDIFICIOS,Edificio Bloque II,,,2,,,,,
Feature,edificios.731,Point,-68.12034561,-16.50311993,geom,3714,11246,EDIFICIOS,Edificio Bloque III,,,2,,,,,
Feature,edificios.732,Point,-68.12018014,-16.50311509,geom,3715,11247,EDIFICIOS,Edificio Bloque IV,,,2,,,,,
Feature,edificios.733,Point,-68.06594584,-16.52280217,geom,3716,11248,EDIFICIOS,Edificio Bloque J,,,18,,,,,
Feature,edificios.752,Point,-68.06626963,-16.52319465,geom,3735,11267,EDIFICIOS,Edificio Bloque A,,,18,,,,,
Feature,edificios.756,Point,-68.08276524,-16.54536748,geom,3739,11271,EDIFICIOS,Edificio Calacotos,,,18,,,,,
Feature,edificios.757,Point,-68.13270289,-16.49755409,geom,3740,11272,EDIFICIOS,Edificio Carlos Aguirre,,,1,,,,,
Feature,edificios.758,Point,-68.08446707,-16.54233153,geom,3741,11273,EDIFICIOS,Edificio Carrasco,,,18,,,,,
Feature,edificios.759,Point,-68.13894492,-16.49426728,geom,3742,11274,EDIFICIOS,Edificio Casa Blanca,,,1,,,,,
Feature,edificios.760,Point,-68.07950466,-16.54591284,geom,3743,11275,EDIFICIOS,Edificio Casa Dorada,,,18,,,,,
Feature,edificios.761,Point,-68.1360831,-16.49690164,geom,3744,595,EDIFICIOS,Edificio Casanovas I,,,1,,,,,
Feature,edificios.762,Point,-68.07583838,-16.54650905,geom,3745,11276,EDIFICIOS,Edificio Cerro Gemelo,,,18,,,,,
Feature,edificios.763,Point,-68.13058059,-16.49706205,geom,3746,11277,EDIFICIOS,Edificio Cervantes,,,1,,,,,
Feature,edificios.764,Point,-68.13155279,-16.49522503,geom,3747,11278,EDIFICIOS,Edificio Cheddy,,,1,,,,,
Feature,edificios.765,Point,-68.08009707,-16.54440784,geom,3748,11279,EDIFICIOS,Edificio Cipres,,,18,,,,,
Feature,edificios.766,Point,-68.12620734,-16.50527957,geom,3749,11280,EDIFICIOS,Edificio Claro de Luna,,,1,,,,,
Feature,edificios.767,Point,-68.09731111,-16.52224247,geom,3750,11281,EDIFICIOS,Condominio Privado Verde Olivo,,,21,,,,,
Feature,edificios.768,Point,-68.08547559,-16.54847681,geom,3751,11282,EDIFICIOS,Condominio,,,18,,,,,
Feature,edificios.769,Point,-68.08807947,-16.57127544,geom,3752,11283,EDIFICIOS,Condominio,,,20,,,,,
Feature,edificios.770,Point,-68.14303109,-16.49211011,geom,3753,11284,EDIFICIOS,Condominio Bloque 1,,,1,,,,,
Feature,edificios.771,Point,-68.14354816,-16.49217589,geom,3754,11285,EDIFICIOS,Condominio Bloque 10,,,1,,,,,
Feature,edificios.772,Point,-68.14342195,-16.49223325,geom,3755,11286,EDIFICIOS,Condominio Bloque 11,,,1,,,,,
Feature,edificios.773,Point,-68.14323873,-16.49229326,geom,3756,11287,EDIFICIOS,Condominio Bloque 12,,,1,,,,,
Feature,edificios.774,Point,-68.14333826,-16.49205894,geom,3757,11288,EDIFICIOS,Condominio Bloque 13,,,1,,,,,
Feature,edificios.775,Point,-68.14345149,-16.49199464,geom,3758,11289,EDIFICIOS,Condominio Bloque 14,,,1,,,,,
Feature,edificios.776,Point,-68.1431515,-16.49201077,geom,3759,11290,EDIFICIOS,Condominio Bloque 2,,,1,,,,,
Feature,edificios.777,Point,-68.14328535,-16.49192162,geom,3760,11291,EDIFICIOS,Condominio Bloque 3,,,1,,,,,
Feature,edificios.778,Point,-68.14341027,-16.49181941,geom,3761,11292,EDIFICIOS,Condominio Bloque 4,,,1,,,,,
Feature,edificios.779,Point,-68.1435562,-16.49171294,geom,3762,11293,EDIFICIOS,Condominio Bloque 5,,,1,,,,,
Feature,edificios.780,Point,-68.14366308,-16.49162078,geom,3763,11294,EDIFICIOS,Condominio Bloque 6,,,1,,,,,
Feature,edificios.781,Point,-68.14370153,-16.49174247,geom,3764,11295,EDIFICIOS,Condominio Bloque 7,,,1,,,,,
Feature,edificios.782,Point,-68.14365887,-16.49189566,geom,3765,11296,EDIFICIOS,Condominio Bloque 8,,,1,,,,,
Feature,edificios.783,Point,-68.14363389,-16.4920359,geom,3766,11297,EDIFICIOS,Condominio Bloque 9,,,1,,,,,
Feature,edificios.784,Point,-68.10034852,-16.5218844,geom,3767,11298,EDIFICIOS,Condominio Alarcon,,,21,,,,,
Feature,edificios.785,Point,-68.10967952,-16.52330253,geom,3768,11299,EDIFICIOS,Condominio Bebita,,,21,,,,,
