type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/OBJECTID_1,properties/OBJECTID,properties/LAYER,properties/Nombre,properties/Direccion,properties/Zona,properties/distrito,properties/owner,properties/usuario,properties/fechaActual,properties/observaciones,geometry
Feature,edificios.31,Point,-68.13389504,-16.50385737,geom,321,347,EDIFICIOS,Edificio Duchén,,,6,,clara.revollo,2016-07-26T01:01:57.493Z,,
Feature,edificios.32,Point,-68.13179391,-16.50466299,geom,322,348,EDIFICIOS,Edificio Franz Tamayo,,,6,,,,,
Feature,edificios.33,Point,-68.13270813,-16.5039972,geom,323,349,EDIFICIOS,Edificio Canada Stronguest,,,6,,,,,
Feature,edificios.34,Point,-68.13281207,-16.50403027,geom,324,350,EDIFICIOS,Edificio Adelita,,,6,,,,,
Feature,edificios.35,Point,-68.13305242,-16.50541452,geom,325,351,EDIFICIOS,Edificio Sarmiento,,,6,,,,,
Feature,edificios.36,Point,-68.13548508,-16.49744057,geom,326,352,EDIFICIOS,Edificio Hansa Parqueo,,,1,,,,,
Feature,edificios.37,Point,-68.13474247,-16.49788537,geom,327,353,EDIFICIOS,Edificio Entel,,,1,,,,,
Feature,edificios.38,Point,-68.13492432,-16.49744987,geom,328,354,EDIFICIOS,Edificio Lui,,,1,,,,,
Feature,edificios.39,Point,-68.13581574,-16.49971086,geom,329,355,EDIFICIOS,Edificio Oruro,,,6,,,,,
Feature,edificios.40,Point,-68.13669962,-16.49915461,geom,330,356,EDIFICIOS,Edificio Murillo,,,6,,,,,
Feature,edificios.41,Point,-68.13721796,-16.49960792,geom,331,357,EDIFICIOS,Edificio Claros,,,6,,,,,
Feature,edificios.42,Point,-68.13633647,-16.5003157,geom,332,358,EDIFICIOS,Edificio Rodriguez,,,6,,,,,
Feature,edificios.43,Point,-68.14463005,-16.4842302,geom,333,359,EDIFICIOS,Edificio Condominio Chacaltaya,,,11,,,,,
Feature,edificios.44,Point,-68.12097206,-16.49199791,geom,334,360,EDIFICIOS,Edificio Jamaica,,,2,,,,,
Feature,edificios.45,Point,-68.12113797,-16.49262168,geom,335,361,EDIFICIOS,Edificio El Sauce,,,2,,,,,
Feature,edificios.46,Point,-68.12151678,-16.49633149,geom,336,362,EDIFICIOS,Edificio Panamá,,,2,,clara.revollo,2016-07-25T23:36:41.580Z,,
Feature,edificios.47,Point,-68.12087003,-16.49887609,geom,337,364,EDIFICIOS,Edificio Londres,,,2,,,,,
Feature,edificios.48,Point,-68.12085765,-16.49868528,geom,338,365,EDIFICIOS,Edificio Río Esmeralda,,,2,,clara.revollo,2016-07-25T23:36:53.733Z,,
Feature,edificios.49,Point,-68.12037858,-16.49799691,geom,339,366,EDIFICIOS,Edificio Campanini,,,2,,,,,
Feature,edificios.50,Point,-68.12091455,-16.49351924,geom,340,367,EDIFICIOS,Edificio Edgar,,,2,,,,,
Feature,edificios.51,Point,-68.12096639,-16.4932565,geom,341,368,EDIFICIOS,Edificio Las Retamas,,,2,,,,,
Feature,edificios.52,Point,-68.12174508,-16.49162119,geom,342,369,EDIFICIOS,Edificio Haiti,,,2,,,,,
Feature,edificios.53,Point,-68.1217026,-16.49261646,geom,343,370,EDIFICIOS,Edificio Gallardo,,,2,,,,,
Feature,edificios.54,Point,-68.12168022,-16.4927806,geom,344,371,EDIFICIOS,Edificio Vesalius,,,2,,,,,
Feature,edificios.55,Point,-68.12358206,-16.49489752,geom,345,372,EDIFICIOS,Edificio Ventura,,,2,,,,,
Feature,edificios.56,Point,-68.13727893,-16.49201868,geom,346,373,EDIFICIOS,Edificio Federación De Club de Madrid,,,1,,clara.revollo,2016-07-25T23:37:31.140Z,,
Feature,edificios.57,Point,-68.13636864,-16.49250729,geom,347,374,EDIFICIOS,Edificio Alto De La Alianza,,,1,,,,,
Feature,edificios.58,Point,-68.13825706,-16.48997536,geom,348,375,EDIFICIOS,Edificio Armentia,,,1,,,,,
Feature,edificios.59,Point,-68.11079146,-16.52233044,geom,349,376,EDIFICIOS,Edificio Las Orquideas,,,21,,,,,
Feature,edificios.60,Point,-68.11244406,-16.52416204,geom,350,377,EDIFICIOS,Edificio Villa Senior,,,21,,,,,
Feature,edificios.61,Point,-68.10903615,-16.52676511,geom,351,378,EDIFICIOS,Edificio La Serena,,,21,,,,,
Feature,edificios.62,Point,-68.10490244,-16.52934692,geom,352,379,EDIFICIOS,Edificio Tauro,,,21,,,,,
Feature,edificios.63,Point,-68.10540985,-16.52826842,geom,353,380,EDIFICIOS,Edificio Loyola,,,21,,,,,
Feature,edificios.64,Point,-68.10642115,-16.52742786,geom,354,381,EDIFICIOS,Edificio El Parque,,,21,,,,,
Feature,edificios.65,Point,-68.10973259,-16.52506526,geom,355,382,EDIFICIOS,Edificio Rosa Estefanía,,,21,,clara.revollo,2016-07-25T23:37:57.637Z,,
Feature,edificios.66,Point,-68.11430061,-16.52049029,geom,356,384,EDIFICIOS,Edificio Luna,,,21,,,,,
Feature,edificios.67,Point,-68.11414523,-16.52115941,geom,357,385,EDIFICIOS,Edificio Condominio Los Alamos,,,21,,,,,
Feature,edificios.68,Point,-68.13978554,-16.4935821,geom,358,386,EDIFICIOS,Edificio Franco,,,1,,,,,
Feature,edificios.69,Point,-68.13846118,-16.49623558,geom,359,387,EDIFICIOS,Edificio Vasquez,,,1,,,,,
Feature,edificios.70,Point,-68.14192395,-16.49441253,geom,360,388,EDIFICIOS,Edificio Terrazas,,,1,,clara.revollo,2016-07-25T23:38:10.927Z,,
Feature,edificios.71,Point,-68.14182336,-16.49460447,geom,361,389,EDIFICIOS,Edificio Romero,,,1,,,,,
Feature,edificios.72,Point,-68.1255551,-16.49704529,geom,362,391,EDIFICIOS,Edificio Urus,,,2,,,,,
Feature,edificios.73,Point,-68.12761097,-16.49719212,geom,363,392,EDIFICIOS,Edificio Eysaguirre,,,2,,,,,
Feature,edificios.74,Point,-68.12360486,-16.51027471,geom,364,393,EDIFICIOS,Edificio Gloria,,,1,,,,,
Feature,edificios.75,Point,-68.12462587,-16.51042717,geom,365,394,EDIFICIOS,Edificio La Primera (El Carmen),,,1,,,,,
Feature,edificios.76,Point,-68.12396369,-16.51097946,geom,366,395,EDIFICIOS,Edificio Pinilla,,,1,,,,,
Feature,edificios.77,Point,-68.1264848,-16.50614841,geom,367,396,EDIFICIOS,Edificio Amadeus,,,1,,,,,
Feature,edificios.78,Point,-68.12655486,-16.50822597,geom,368,397,EDIFICIOS,Edificio Florida,,,1,,,,,
Feature,edificios.79,Point,-68.12305144,-16.51105826,geom,369,400,EDIFICIOS,Edificio Columbia,,,1,,,,,
Feature,edificios.80,Point,-68.12239318,-16.51156896,geom,370,401,EDIFICIOS,Edificio Apolo,,,1,,,,,
Feature,edificios.81,Point,-68.12264724,-16.51177007,geom,371,402,EDIFICIOS,Edificio Saturno,,,1,,,,,
Feature,edificios.82,Point,-68.12273763,-16.51030173,geom,372,403,EDIFICIOS,Edificio El Paraiso,,,1,,,,,
Feature,edificios.83,Point,-68.12238655,-16.51222107,geom,373,404,EDIFICIOS,Edificio Campos,,,1,,,,,
Feature,edificios.84,Point,-68.12137419,-16.51181453,geom,374,406,EDIFICIOS,Edificio Illimani,,,1,,,,,
Feature,edificios.85,Point,-68.12049305,-16.51312271,geom,375,409,EDIFICIOS,Edificio Guanabara,,,1,,,,,
Feature,edificios.86,Point,-68.12028121,-16.51436525,geom,376,410,EDIFICIOS,Edificio Hermes,,,1,,,,,
Feature,edificios.87,Point,-68.12061007,-16.51462879,geom,377,411,EDIFICIOS,Edificio Progreso,,,1,,,,,
Feature,edificios.88,Point,-68.13611332,-16.49523912,geom,378,412,EDIFICIOS,Edificio Libertad,,,1,,,,,
Feature,edificios.89,Point,-68.14087438,-16.4935442,geom,379,413,EDIFICIOS,Edificio Eguino,,,1,,,,,
Feature,edificios.90,Point,-68.14216664,-16.49155574,geom,380,415,EDIFICIOS,Edificio Cuba,,,1,,,,,
Feature,edificios.91,Point,-68.13208738,-16.49959659,geom,381,416,EDIFICIOS,Edificio La Urbana,,,1,,,,,
Feature,edificios.92,Point,-68.13041521,-16.49919553,geom,382,417,EDIFICIOS,Edificio Rebeca,,,1,,,,,
Feature,edificios.93,Point,-68.12486851,-16.49962739,geom,383,418,EDIFICIOS,Edificio Ayala,,,1,,,,,
Feature,edificios.94,Point,-68.1343315,-16.49857206,geom,384,419,EDIFICIOS,Edificio Krsul,,,1,,,,,
Feature,edificios.95,Point,-68.1261328,-16.49811405,geom,385,420,EDIFICIOS,Edificio Palma,,,1,,,,,
Feature,edificios.96,Point,-68.13357498,-16.50156512,geom,386,421,EDIFICIOS,Edificio Banco Nacional de la Reublica de Argentina,,,6,,clara.revollo,2016-07-25T23:39:08.147Z,,
Feature,edificios.97,Point,-68.13403689,-16.50124169,geom,387,422,EDIFICIOS,Edificio Blancos Lirios,,,6,,,,,
Feature,edificios.98,Point,-68.13311631,-16.50182748,geom,388,423,EDIFICIOS,Edificio 16 De Julio,,,6,,,,,
Feature,edificios.99,Point,-68.12527468,-16.51232355,geom,389,424,EDIFICIOS,Edificio Santa Elena,,,3,,,,,
Feature,edificios.100,Point,-68.12718266,-16.51004718,geom,390,425,EDIFICIOS,Edificio Guadalquivir,,,3,,,,,
Feature,edificios.101,Point,-68.12857334,-16.50844739,geom,391,426,EDIFICIOS,Edificio Conavi Norte,,,3,,,,,
Feature,edificios.102,Point,-68.12893005,-16.50972592,geom,392,427,EDIFICIOS,Edificio Da Vinci,,,3,,,,,
Feature,edificios.103,Point,-68.12735242,-16.50802885,geom,393,428,EDIFICIOS,Edificio María Cecilia,,,3,,clara.revollo,2016-07-26T00:58:22.140Z,,
Feature,edificios.104,Point,-68.12770459,-16.5079716,geom,394,429,EDIFICIOS,Edificio El Alamo,,,3,,,,,
Feature,edificios.105,Point,-68.12809271,-16.50832992,geom,395,430,EDIFICIOS,Edificio Manantial,,,3,,,,,
Feature,edificios.106,Point,-68.12546949,-16.51012844,geom,396,431,EDIFICIOS,Edificio 6 De Agosto,,,3,,clara.revollo,2016-07-25T23:39:43.450Z,,
Feature,edificios.107,Point,-68.1260527,-16.51023756,geom,397,432,EDIFICIOS,Edificio Topater,,,3,,,,,
Feature,edificios.108,Point,-68.12591421,-16.51046702,geom,398,433,EDIFICIOS,Edificio Los Jardines,,,3,,,,,
Feature,edificios.109,Point,-68.12548329,-16.5107626,geom,399,434,EDIFICIOS,Edificio Santa Mónica,,,3,,clara.revollo,2016-07-25T23:40:01.840Z,,
Feature,edificios.110,Point,-68.12316532,-16.51279206,geom,400,435,EDIFICIOS,Edificio Picasso,,,3,,,,,
Feature,edificios.111,Point,-68.13140525,-16.50460849,geom,401,436,EDIFICIOS,Edificio Gamarra,,,3,,,,,
Feature,edificios.112,Point,-68.12949309,-16.50702945,geom,402,437,EDIFICIOS,Edificio Aspiazu,,,3,,,,,
Feature,edificios.113,Point,-68.13006071,-16.50573434,geom,403,438,EDIFICIOS,Edificio Brasilia,,,3,,,,,
Feature,edificios.114,Point,-68.12964398,-16.50684236,geom,404,439,EDIFICIOS,Edificio V Centenario,,,3,,,,,
Feature,edificios.115,Point,-68.13032283,-16.5061385,geom,405,440,EDIFICIOS,Edificio Grover,,,3,,,,,
Feature,edificios.116,Point,-68.12954988,-16.50616521,geom,406,441,EDIFICIOS,Edificio Diana,,,3,,,,,
Feature,edificios.117,Point,-68.12847214,-16.50734046,geom,407,442,EDIFICIOS,Edificio Copacabana,,,3,,,,,
Feature,edificios.118,Point,-68.1287083,-16.50758458,geom,408,443,EDIFICIOS,Edificio La Paz,,,3,,,,,
Feature,edificios.119,Point,-68.12932487,-16.50794825,geom,409,444,EDIFICIOS,Edificio Europa,,,3,,,,,
Feature,edificios.120,Point,-68.12924497,-16.50856538,geom,410,445,EDIFICIOS,Edificio Los Andes,,,3,,,,,
Feature,edificios.121,Point,-68.12916618,-16.50833548,geom,411,446,EDIFICIOS,Edificio Guachalla,,,3,,,,,
Feature,edificios.122,Point,-68.13054822,-16.5075694,geom,412,447,EDIFICIOS,Edificio Orión,,,3,,clara.revollo,2016-07-25T23:40:22.613Z,,
Feature,edificios.123,Point,-68.13072484,-16.50641422,geom,413,448,EDIFICIOS,Edificio Casanovas,,,3,,,,,
Feature,edificios.124,Point,-68.13080007,-16.50874938,geom,414,449,EDIFICIOS,Edificio Hertzog,,,3,,,,,
Feature,edificios.125,Point,-68.13103671,-16.50612883,geom,415,450,EDIFICIOS,Edificio Terranova,,,3,,,,,
Feature,edificios.126,Point,-68.07753855,-16.54261787,geom,416,451,EDIFICIOS,Edificio Monrroy-Vélez,,,18,,clara.revollo,2016-07-25T23:41:19.830Z,,
Feature,edificios.127,Point,-68.07756499,-16.54644544,geom,417,453,EDIFICIOS,Edificio Basaure,,,18,,,,,
Feature,edificios.128,Point,-68.07733997,-16.54474111,geom,418,454,EDIFICIOS,Edificio Amy & Abril,,,18,,,,,
Feature,edificios.129,Point,-68.08719555,-16.54492637,geom,419,455,EDIFICIOS,Edificio Los Nardos,,,18,,,,,
Feature,edificios.130,Point,-68.07704125,-16.54250124,geom,420,456,EDIFICIOS,Edificio Torrez I,,,18,,,,,
Feature,edificios.131,Point,-68.08014345,-16.53792658,geom,421,457,EDIFICIOS,Edificio Altamira,,,18,,,,,
Feature,edificios.132,Point,-68.07743283,-16.54510622,geom,422,458,EDIFICIOS,Edificio María Fernanda,,,18,,clara.revollo,2016-07-25T23:41:37.110Z,,
Feature,edificios.133,Point,-68.07780449,-16.54559508,geom,423,459,EDIFICIOS,Edificio Escocia,,,18,,,,,
Feature,edificios.134,Point,-68.08320528,-16.54159582,geom,424,460,EDIFICIOS,Edificio Patio,,,18,,,,,
Feature,edificios.135,Point,-68.08274539,-16.54297932,geom,425,461,EDIFICIOS,Edificio Oasis,,,18,,,,,
Feature,edificios.136,Point,-68.09041124,-16.54023776,geom,426,462,EDIFICIOS,Edificio Calacoto,,,18,,,,,
Feature,edificios.137,Point,-68.09051216,-16.54129032,geom,427,463,EDIFICIOS,Edificio Verdi,,,18,,,,,
Feature,edificios.138,Point,-68.08296774,-16.54332785,geom,428,464,EDIFICIOS,Edificio Torres II,,,18,,,,,
Feature,edificios.139,Point,-68.08397007,-16.54427381,geom,429,465,EDIFICIOS,Edificio Los Sauces,,,18,,,,,
Feature,edificios.140,Point,-68.08295437,-16.54511227,geom,430,467,EDIFICIOS,Edificio Bella Morada,,,18,,,,,
Feature,edificios.141,Point,-68.07958463,-16.5408455,geom,431,468,EDIFICIOS,Edificio J Y M,,,18,,,,,
Feature,edificios.142,Point,-68.077335,-16.54359337,geom,432,469,EDIFICIOS,Edificio Goya,,,18,,,,,
Feature,edificios.143,Point,-68.07598749,-16.54558229,geom,433,470,EDIFICIOS,Edificio Santa Rita,,,18,,,,,
Feature,edificios.144,Point,-68.09336883,-16.54077164,geom,434,471,EDIFICIOS,Edificio Rivero,,,21,,,,,
Feature,edificios.145,Point,-68.07765843,-16.5458248,geom,435,472,EDIFICIOS,Edificio Tápia,,,18,,clara.revollo,2016-07-25T23:41:53.530Z,,
Feature,edificios.146,Point,-68.14210216,-16.49223479,geom,436,473,EDIFICIOS,Edificio Ríos Villalpando,,,1,,clara.revollo,2016-07-25T23:42:06.360Z,,
Feature,edificios.147,Point,-68.11906277,-16.48647995,geom,437,474,EDIFICIOS,Edificio Ascinalss,,,2,,,,,
Feature,edificios.148,Point,-68.12353886,-16.48607644,geom,438,475,EDIFICIOS,Edificio El Rosedal,,,2,,,,,
Feature,edificios.149,Point,-68.07767843,-16.54544061,geom,439,476,EDIFICIOS,Edificio San Ignacio,,,18,,,,,
Feature,edificios.152,Point,-68.14456514,-16.49861638,geom,442,479,EDIFICIOS,Edificio Centro Artesanal,,,7,,,,,
Feature,edificios.153,Point,-68.14233061,-16.49934993,geom,443,480,EDIFICIOS,Edificio CC San Francisco,,,7,,,,,
Feature,edificios.154,Point,-68.14236961,-16.49910817,geom,444,481,EDIFICIOS,Edificio Centro Comercial Gran Poder,,,7,,,,,
Feature,edificios.155,Point,-68.14263502,-16.49817593,geom,445,482,EDIFICIOS,Edificio Galería Jhamil,,,7,,clara.revollo,2016-07-26T00:42:25.317Z,,
Feature,edificios.156,Point,-68.14284184,-16.49836461,geom,446,483,EDIFICIOS,Edificio Pasaje,,,7,,,,,
Feature,edificios.157,Point,-68.14288596,-16.49848499,geom,447,484,EDIFICIOS,Edificio Galería Geminis,,,7,,clara.revollo,2016-07-25T23:42:55.557Z,,
Feature,edificios.158,Point,-68.1428428,-16.49855418,geom,448,485,EDIFICIOS,Edificio Galería Eloy Salmón,,,7,,clara.revollo,2016-07-25T23:43:10.960Z,,
Feature,edificios.159,Point,-68.14279276,-16.49861539,geom,449,486,EDIFICIOS,Edificio Galería San Silvestre,,,7,,clara.revollo,2016-07-25T23:43:24.040Z,,
Feature,edificios.160,Point,-68.14274624,-16.49867502,geom,450,487,EDIFICIOS,Edificio Galería Asunción,,,7,,clara.revollo,2016-07-25T23:43:36.200Z,,
Feature,edificios.161,Point,-68.14270959,-16.4987157,geom,451,488,EDIFICIOS,Edificio Galería Bustillos,,,7,,clara.revollo,2016-07-25T23:43:48.077Z,,
Feature,edificios.162,Point,-68.13956862,-16.49990293,geom,452,489,EDIFICIOS,Edificio Rosario,,,6,,,,,
Feature,edificios.163,Point,-68.14043595,-16.49915399,geom,453,490,EDIFICIOS,Edificio Local 2,,,7,,,,,
Feature,edificios.164,Point,-68.14132674,-16.49825646,geom,454,491,EDIFICIOS,Edificio Galería,,,7,,clara.revollo,2016-07-25T23:43:57.453Z,,
Feature,edificios.165,Point,-68.14171227,-16.49783439,geom,455,492,EDIFICIOS,Edificio San Pedro,,,7,,,,,
Feature,edificios.166,Point,-68.14136833,-16.4977126,geom,456,494,EDIFICIOS,Edificio Galería Illimani,,,1,,clara.revollo,2016-07-25T23:44:18.227Z,,
Feature,edificios.167,Point,-68.14373093,-16.49638846,geom,457,495,EDIFICIOS,Edificio Galería San Pablo,,,7,,clara.revollo,2016-07-25T23:44:25.627Z,,
Feature,edificios.168,Point,-68.14385248,-16.49624667,geom,458,496,EDIFICIOS,Edificio Galería  San Pablo,,,7,,clara.revollo,2016-07-25T23:44:33.067Z,,
Feature,edificios.169,Point,-68.14256933,-16.49634385,geom,459,497,EDIFICIOS,Edificio Galería Rosario,,,1,,clara.revollo,2016-07-25T23:44:41.070Z,,
Feature,edificios.170,Point,-68.14227252,-16.49614456,geom,460,498,EDIFICIOS,Edificio Galería Medicentro,,,1,,clara.revollo,2016-07-25T23:44:51.143Z,,
Feature,edificios.171,Point,-68.14191991,-16.49579649,geom,461,499,EDIFICIOS,Edificio Callejón,,,1,,clara.revollo,2016-07-25T23:44:58.603Z,,
Feature,edificios.172,Point,-68.14178293,-16.49543444,geom,462,500,EDIFICIOS,Edificio Galería Isaac Tamayo,,,1,,clara.revollo,2016-07-25T23:47:06.837Z,,
Feature,edificios.173,Point,-68.14115382,-16.49724102,geom,463,502,EDIFICIOS,Edificio Fashion Center Paris,,,1,,,,,
Feature,edificios.174,Point,-68.14110459,-16.49721576,geom,464,503,EDIFICIOS,Edificio Graneros,,,1,,clara.revollo,2016-07-25T23:47:19.710Z,,
Feature,edificios.175,Point,-68.14105119,-16.49709386,geom,465,504,EDIFICIOS,Edificio La Novedad,,,1,,,,,
Feature,edificios.176,Point,-68.14078413,-16.49699177,geom,466,505,EDIFICIOS,Edificio Graneros 1,,,1,,clara.revollo,2016-07-25T23:47:39.453Z,,
Feature,edificios.177,Point,-68.14096943,-16.49664468,geom,467,506,EDIFICIOS,Edificio Shopping Center Graneros,,,1,,,,,
Feature,edificios.178,Point,-68.14088261,-16.49611575,geom,468,507,EDIFICIOS,Edificio Aroma,,,1,,,,,
Feature,edificios.179,Point,-68.14073387,-16.49617765,geom,469,508,EDIFICIOS,Edificio Galería Santiago,,,1,,clara.revollo,2016-07-25T23:47:57.790Z,,
Feature,edificios.180,Point,-68.14078559,-16.4960789,geom,470,509,EDIFICIOS,Edificio Galería Shalom,,,1,,clara.revollo,2016-07-25T23:50:18.443Z,,
Feature,edificios.181,Point,-68.14029781,-16.49589459,geom,471,510,EDIFICIOS,Edificio Galería Diamante,,,1,,clara.revollo,2016-07-25T23:51:02.850Z,,
Feature,edificios.182,Point,-68.14003227,-16.49612007,geom,472,511,EDIFICIOS,Edificio Hotel Brisas,,,1,,,,,
Feature,edificios.183,Point,-68.13964246,-16.49608346,geom,473,512,EDIFICIOS,Edificio G. Sajama,,,1,,,,,
Feature,edificios.184,Point,-68.14055974,-16.49549662,geom,474,513,EDIFICIOS,Edificio Virgen de Guadalupe,,,1,,clara.revollo,2016-07-25T23:51:14.063Z,,
Feature,edificios.185,Point,-68.14090513,-16.49538642,geom,475,514,EDIFICIOS,Edificio  El Condor,,,1,,clara.revollo,2016-07-25T23:51:21.013Z,,
Feature,edificios.187,Point,-68.13923352,-16.49768605,geom,477,516,EDIFICIOS,Edificio Rena,,,1,,,,,
Feature,edificios.188,Point,-68.13888237,-16.49743746,geom,478,517,EDIFICIOS,Edificio Galería Alem,,,1,,clara.revollo,2016-07-25T23:51:54.337Z,,
Feature,edificios.189,Point,-68.14326073,-16.49529204,geom,479,519,EDIFICIOS,Edificio Shopping Bolivia,,,7,,,,,
Feature,edificios.190,Point,-68.1433835,-16.49532044,geom,480,520,EDIFICIOS,Edificio Shopping Ballivián,,,7,,clara.revollo,2016-07-25T23:52:03.383Z,,
Feature,edificios.191,Point,-68.14170937,-16.49464362,geom,481,521,EDIFICIOS,Edificio Eros,,,1,,clara.revollo,2016-07-25T23:52:26.800Z,,
Feature,edificios.192,Point,-68.14227273,-16.49493137,geom,482,522,EDIFICIOS,Edificio Galería Paris,,,1,,clara.revollo,2016-07-25T23:52:36.290Z,,
Feature,edificios.193,Point,-68.14254023,-16.49451302,geom,483,523,EDIFICIOS,Edificio Galería 16 Julio,,,1,,clara.revollo,2016-07-25T23:52:57.813Z,,
Feature,edificios.197,Point,-68.14208959,-16.49366473,geom,487,530,EDIFICIOS,Edificio Tumusla,,,1,,,,,
Feature,edificios.198,Point,-68.14214545,-16.49363223,geom,488,531,EDIFICIOS,Edificio Isaac Tamayo,,,1,,,,,
Feature,edificios.199,Point,-68.14226162,-16.49365842,geom,489,532,EDIFICIOS,Edificio Manco Kapac,,,1,,,,,
Feature,edificios.200,Point,-68.14078861,-16.49336193,geom,490,536,EDIFICIOS,Edificio Zaiduni,,,1,,,,,
Feature,edificios.201,Point,-68.14098062,-16.49359348,geom,491,537,EDIFICIOS,Edificio Mayjama,,,1,,,,,
Feature,edificios.202,Point,-68.14107196,-16.4933388,geom,492,539,EDIFICIOS,Edificio Idelfonso,,,1,,,,,
Feature,edificios.203,Point,-68.14128411,-16.49328502,geom,493,540,EDIFICIOS,Edificio Gabriela,,,1,,,,,
Feature,edificios.204,Point,-68.14159525,-16.49314257,geom,494,541,EDIFICIOS,Edificio Heriba,,,1,,,,,
Feature,edificios.205,Point,-68.14186623,-16.49267571,geom,495,542,EDIFICIOS,Edificio Aliber,,,1,,,,,
Feature,edificios.206,Point,-68.13933278,-16.49377239,geom,496,543,EDIFICIOS,Edificio Lima,,,1,,,,,
Feature,edificios.207,Point,-68.13883878,-16.49465992,geom,497,544,EDIFICIOS,Edificio Silva,,,1,,,,,
Feature,edificios.208,Point,-68.13863617,-16.49459958,geom,498,545,EDIFICIOS,Edificio Valdivia,,,1,,,,,
Feature,edificios.209,Point,-68.13849851,-16.49453168,geom,499,546,EDIFICIOS,Edificio Nistahuz,,,1,,,,,
Feature,edificios.210,Point,-68.13843604,-16.4947115,geom,500,547,EDIFICIOS,Edificio Camacho,,,1,,,,,
Feature,edificios.211,Point,-68.13831885,-16.49478462,geom,501,548,EDIFICIOS,Edificio Candelaria,,,1,,,,,
Feature,edificios.212,Point,-68.13818366,-16.49489211,geom,502,549,EDIFICIOS,Edificio Ramirez,,,1,,,,,
Feature,edificios.213,Point,-68.14309396,-16.49463277,geom,503,550,EDIFICIOS,Edificio Galería Hotel,,,1,,clara.revollo,2016-07-25T23:54:39.697Z,,
Feature,edificios.214,Point,-68.14331955,-16.49489297,geom,504,551,EDIFICIOS,Edificio Betania,,,1,,,,,
Feature,edificios.215,Point,-68.14351686,-16.49490188,geom,505,552,EDIFICIOS,Edificio Galería Comecial,,,1,,clara.revollo,2016-07-25T23:55:18.220Z,,
Feature,edificios.216,Point,-68.14438044,-16.49558362,geom,506,555,EDIFICIOS,Edificio Butrón,,,7,,clara.revollo,2016-07-25T23:57:51.437Z,,
Feature,edificios.217,Point,-68.14433299,-16.49467254,geom,507,556,EDIFICIOS,Edificio Zona Franca,,,7,,,,,
Feature,edificios.218,Point,-68.14434378,-16.49452877,geom,508,557,EDIFICIOS,Edificio Galería La Paz,,,7,,clara.revollo,2016-07-25T23:58:01.363Z,,
Feature,edificios.219,Point,-68.1444668,-16.4942874,geom,509,558,EDIFICIOS,Edificio Galería La Paz 1,,,7,,clara.revollo,2016-07-25T23:58:22.457Z,,
Feature,edificios.220,Point,-68.1439326,-16.49387874,geom,510,559,EDIFICIOS,Edificio Galería San Salvador,,,1,,clara.revollo,2016-07-25T23:58:33.917Z,,
Feature,edificios.221,Point,-68.14531945,-16.49379497,geom,511,560,EDIFICIOS,Edificio Galería Multicentro,,,8,,clara.revollo,2016-07-25T23:58:41.497Z,,
Feature,edificios.222,Point,-68.14534183,-16.49406872,geom,512,561,EDIFICIOS,Edificio La Paz Charaña,,,7,,nhuanquiri,2016-06-27T18:24:00.017Z,,
Feature,edificios.223,Point,-68.14521647,-16.49407147,geom,513,562,EDIFICIOS,Edificio Galería Rosario,,,7,,clara.revollo,2016-07-25T23:58:54.447Z,,
Feature,edificios.224,Point,-68.14511829,-16.49405473,geom,514,563,EDIFICIOS,Edificio Victoria,,,7,,,,,
Feature,edificios.225,Point,-68.14504039,-16.49405114,geom,515,564,EDIFICIOS,Edificio Galería La Paz y Charaña,,,7,,clara.revollo,2016-07-25T23:59:06.473Z,,
Feature,edificios.226,Point,-68.14495551,-16.49409328,geom,516,565,EDIFICIOS,Edificio Galería Juguetes,,,7,,clara.revollo,2016-07-25T23:59:14.440Z,,
Feature,edificios.227,Point,-68.14495406,-16.49381353,geom,517,566,EDIFICIOS,Edificio San Salvador,,,8,,,,,
Feature,edificios.228,Point,-68.1448749,-16.49381841,geom,518,567,EDIFICIOS,Edificio Galería Clavel,,,8,,clara.revollo,2016-07-25T23:59:30.890Z,,
Feature,edificios.229,Point,-68.14477234,-16.4938284,geom,519,568,EDIFICIOS,Edificio Galería Rivas,,,8,,clara.revollo,2016-07-25T23:59:49.243Z,,
Feature,edificios.230,Point,-68.14459063,-16.49384154,geom,520,569,EDIFICIOS,Edificio Tudel,,,8,,,,,
Feature,edificios.231,Point,-68.14449887,-16.49384811,geom,521,570,EDIFICIOS,Edificio Manely,,,8,,,,,
Feature,edificios.232,Point,-68.13769593,-16.49555828,geom,522,571,EDIFICIOS,Edificio Comercial Paz,,,1,,,,,
Feature,edificios.233,Point,-68.13788194,-16.49522127,geom,523,572,EDIFICIOS,Edificio Gonzales,,,1,,,,,
Feature,edificios.234,Point,-68.13775055,-16.49481923,geom,524,573,EDIFICIOS,Edificio Señor De Mayo,,,1,,clara.revollo,2016-07-26T00:00:08.010Z,,
Feature,edificios.235,Point,-68.13770103,-16.49376468,geom,525,574,EDIFICIOS,Edificio Heriba,,,1,,clara.revollo,2016-07-26T00:00:18.790Z,,
Feature,edificios.236,Point,-68.13736671,-16.4937176,geom,526,576,EDIFICIOS,Edificio Pasaje del Centro,,,1,,clara.revollo,2016-07-26T00:00:37.807Z,,
Feature,edificios.237,Point,-68.13675762,-16.49383934,geom,527,577,EDIFICIOS,Edificio Colonial,,,1,,,,,
