type,id,geometry/type,geometry/coordinates/0,geometry/coordinates/1,geometry_name,properties/objectid,properties/featureid,properties/TextString,properties/nombalfa,properties/alias,properties/zona,properties/tipovia,properties/om,properties/descripcion
Feature,ubicacionvias2.3255,Point,-68.05293624,-16.54999629,geom,7453,15917,C. V,V,V,Pedregal,c., ,c. V (Pedregal)
Feature,ubicacionvias2.3256,Point,-68.0527044,-16.55051713,geom,408,15919,C. VI,VI,VI,Pedregal,c., ,c. VI (Pedregal)
Feature,ubicacionvias2.3257,Point,-68.04166216,-16.54680289,geom,2603,15926,Venezuela,Venezuela,Venezuela,Virgen de Copacabana,c., ,c. Venezuela (Virgen de Copacabana)
Feature,ubicacionvias2.3258,Point,-68.05332691,-16.54126154,geom,1936,15927,"Palacios R., Luis A.","Palacios Rodríguez, Luis A.",Cap. Luis A. Palacios R. (c. 4),Chasquipampa,c.,701/2006,c. Cap. Luis A. Palacios R. (c. 4) (Chasquipampa)
Feature,ubicacionvias2.3259,Point,-68.05162478,-16.54353222,geom,8480,15928,C. 2-A,2-A,2-A,Los Rosales Alto Calacoto,c., ,c. 2-A (Los Rosales Alto Calacoto)
Feature,ubicacionvias2.3260,Point,-68.05193405,-16.54341034,geom,2224,15929,C. 2,2,2,Los Rosales Alto Calacoto,c., ,c. 2 (Los Rosales Alto Calacoto)
Feature,ubicacionvias2.3261,Point,-68.04351465,-16.54411425,geom,7423,15936,Brasil,Brasil,Brasil,Virgen de Copacabana,c., ,c. Brasil (Virgen de Copacabana)
Feature,ubicacionvias2.3262,Point,-68.09604658,-16.56722121,geom,2711,15963,C. 11,11,11,Mallasilla,c., ,c. 11 (Mallasilla)
Feature,ubicacionvias2.3263,Point,-68.08363191,-16.57009905,geom,415,15969,Las Flores,Las Flores,Las Flores,Mallasa,c., ,c. Las Flores (Mallasa)
Feature,ubicacionvias2.3264,Point,-68.07127347,-16.59332988,geom,3058,15978,Pj. 3,3,3,Jupapina,pje., ,pje. 3 (Jupapina)
Feature,ubicacionvias2.3265,Point,-68.07235187,-16.59253005,geom,7403,15980,Pj. 6,6,6,Jupapina,pje., ,pje. 6 (Jupapina)
Feature,ubicacionvias2.3266,Point,-68.07359327,-16.58949457,geom,7505,15982,C. 3,3,3,Jupapina,c., ,c. 3 (Jupapina)
Feature,ubicacionvias2.3267,Point,-68.07275745,-16.58998262,geom,7254,15983,C. B,B,B,Jupapina,c., ,c. B (Jupapina)
Feature,ubicacionvias2.3268,Point,-68.14863008,-16.44773419,geom,2609,15992,Olivo,Olivo,Olivo,Caja Ferroviaria,c., ,c. Olivo (Caja Ferroviaria)
Feature,ubicacionvias2.3269,Point,-68.15606108,-16.46546686,geom,8350,15997,C. B,B,B,Alto Pura Pura,c., ,c. B (Alto Pura Pura)
Feature,ubicacionvias2.3270,Point,-68.15599174,-16.4658496,geom,2107,15998,C. 11,11,11,Alto Pura Pura,c., ,c. 11 (Alto Pura Pura)
Feature,ubicacionvias2.3271,Point,-68.14960485,-16.46422946,geom,2544,16003,C. A,A,A,Achachicala,c., ,c. A (Achachicala)
Feature,ubicacionvias2.3272,Point,-68.14852645,-16.46595193,geom,1820,16008,"Tobar, Manuel","Tobar, Manuel",Manuel Tobar,Achachicala,c.,458/2013,c. Manuel Tobar (Achachicala)
Feature,ubicacionvias2.3273,Point,-68.15014129,-16.46742269,geom,1652,16017,"Gutiérrez, Eusebio","Gutiérrez, Eusebio",Eusebio Gutiérrez,Achachicala,c.,458/2013,c. Eusebio Gutiérrez (Achachicala)
Feature,ubicacionvias2.3274,Point,-68.14880765,-16.47404448,geom,251,16023,"Delgadillo, Emilio","Delgadillo, Emilio",Tcnel. Emilio Delgadillo,Achachicala,av.,458/2013,av. Tcnel. Emilio Delgadillo (Achachicala)
Feature,ubicacionvias2.3275,Point,-68.14965555,-16.47398152,geom,427,16027,"Marbán, Pedro","Marbán, Pedro",Pedro Marbán,Achachicala,c.,458/2013,c. Pedro Marbán (Achachicala)
Feature,ubicacionvias2.3276,Point,-68.14835167,-16.47724736,geom,12838,16027,"Marbán, Pedro","Marbán, Pedro",Pedro Marbán,Alto Vino Tinto,c.,458/2013,c. Pedro Marbán (Alto Vino Tinto)
Feature,ubicacionvias2.3277,Point,-68.15009156,-16.47337635,geom,7862,16029,"Ríos, Zenón","Ríos, Zenón",Zenón Ríos,Achachicala,c.,458/2013,c. Zenón Ríos (Achachicala)
Feature,ubicacionvias2.3278,Point,-68.14931844,-16.46815967,geom,7922,16042,"Pintado, José Jiménez","Pintado, José Jiménez",José Jiménez Pintado,Achachicala,c.,458/2013,c. José Jiménez Pintado (Achachicala)
Feature,ubicacionvias2.3279,Point,-68.15005092,-16.4688167,geom,8284,16043,5 de Ago.,5 de Agosto Virgen de las Nieves,5 de Agosto Virgen de las Nieves,Achachicala,c.,012/2004,c. 5 de Agosto Virgen de las Nieves (Achachicala)
Feature,ubicacionvias2.3280,Point,-68.15107134,-16.46938249,geom,7485,16053,Cj. 7,7,7,Achachicala,cj., ,cj. 7 (Achachicala)
Feature,ubicacionvias2.3281,Point,-68.15028584,-16.47513915,geom,1759,16057,"Abaroa, José","Avaroa, José",Tte. José Avaroa,Achachicala,c.,458/2013,c. Tte. José Avaroa (Achachicala)
Feature,ubicacionvias2.3282,Point,-68.1545091,-16.47160935,geom,404,16064,Corocoro,Corocoro,Corocoro,Pura Pura,c., ,c. Corocoro (Pura Pura)
Feature,ubicacionvias2.3283,Point,-68.14825662,-16.4630239,geom,8778,16068,C. D,D,D,Achachicala,c., ,c. D (Achachicala)
Feature,ubicacionvias2.3284,Point,-68.16211726,-16.46087989,geom,1445,16069,26 de Nov.,26 de Noviembre,26 de Noviembre,Alto Pura Pura,av.,548/2009,av. 26 de Noviembre (Alto Pura Pura)
Feature,ubicacionvias2.3285,Point,-68.1455729,-16.47558986,geom,8063,16073,"Carrillo, Crisóstomo","Carrillo, Crisóstomo",Prol. Crisóstomo Carrillo,Alto Vino Tinto,c., ,c. Prol. Crisóstomo Carrillo (Alto Vino Tinto)
Feature,ubicacionvias2.3286,Point,-68.15512927,-16.47121146,geom,7300,16075,C. 1,1,1,Pura Pura,c., ,c. 1 (Pura Pura)
Feature,ubicacionvias2.3328,Point,-68.12074399,-16.47221497,geom,3657,16254,Olmos,Olmos,General Olmos,Las Delicias,c., ,c. General Olmos (Las Delicias)
Feature,ubicacionvias2.3287,Point,-68.16010515,-16.46173564,geom,2055,16077,Héroes del Acre,Héroes del Acre,Héroes del Acre,Alto Pura Pura,c.,548/2009,c. Héroes del Acre (Alto Pura Pura)
Feature,ubicacionvias2.3288,Point,-68.12402657,-16.46627258,geom,7297,16084,C. B,B,B,Rosasani,c., ,c. B (Rosasani)
Feature,ubicacionvias2.3289,Point,-68.12377398,-16.47132301,geom,3990,16087,Perú,Perú,Perú,Alto Las Delicias,pje.,599/2008,pje. Perú (Alto Las Delicias)
Feature,ubicacionvias2.3290,Point,-68.12431918,-16.47131221,geom,2426,16094,Loayza,Loayza,Loayza,Alto Las Delicias,pje.,599/2008,pje. Loayza (Alto Las Delicias)
Feature,ubicacionvias2.3291,Point,-68.12292811,-16.4752229,geom,1464,16106,Chicaloma,Chicaloma,Chicaloma,Las Delicias,pje., ,pje. Chicaloma (Las Delicias)
Feature,ubicacionvias2.3292,Point,-68.12847782,-16.47490031,geom,2915,16112,C. 9,9,9,Santa Rosa de Tiji,c., ,c. 9 (Santa Rosa de Tiji)
Feature,ubicacionvias2.3293,Point,-68.12919488,-16.47452194,geom,7457,16114,C. 7,7,7,Santa Rosa de Tiji,c., ,c. 7 (Santa Rosa de Tiji)
Feature,ubicacionvias2.3294,Point,-68.12836785,-16.47449631,geom,1668,16115,30 de Agosto,30 de Agosto,30 de Agosto,Santa Rosa de Tiji,c., ,c. 30 de Agosto (Santa Rosa de Tiji)
Feature,ubicacionvias2.3295,Point,-68.12865022,-16.46969143,geom,2569,16119,San Juan,San Juan,San Juan,Santiago de Lacaya,c., ,c. San Juan (Santiago de Lacaya)
Feature,ubicacionvias2.3296,Point,-68.14174143,-16.47124418,geom,8409,16122,Kiswara,Kiswara,Kiswara,Alto Vino Tinto,c., ,c. Kiswara (Alto Vino Tinto)
Feature,ubicacionvias2.3297,Point,-68.12549241,-16.47131103,geom,8358,16124,"Espinal Camps, Luis","Espinal Camps, Luis",Luis Espinal Camps,Alto Las Delicias,pje.,599/2008,pje. Luis Espinal Camps (Alto Las Delicias)
Feature,ubicacionvias2.3298,Point,-68.12439521,-16.47332274,geom,8455,16129,"Quiroga Santa Cruz, M.","Quiroga Santa Cruz, Marcelo",Marcelo Quiroga Santa Cruz,Alto Las Delicias,c.,599/2008,c. Marcelo Quiroga Santa Cruz (Alto Las Delicias)
Feature,ubicacionvias2.3299,Point,-68.12352273,-16.47412578,geom,7624,16130,Milluwaya,Milluwaya,Milluwaya,Las Delicias,c.,054/2004,c. Milluwaya (Las Delicias)
Feature,ubicacionvias2.3300,Point,-68.12412199,-16.47697479,geom,484,16131,"Quiroga, P.","Quiroga, Pastor",Pastor Quiroga,Poqueni,av., ,av. Pastor Quiroga (Poqueni)
Feature,ubicacionvias2.3301,Point,-68.14357917,-16.47267392,geom,581,16132,9 de Febrero,9 de Febrero,9 de Febrero,Alto Vino Tinto,av., ,av. 9 de Febrero (Alto Vino Tinto)
Feature,ubicacionvias2.3302,Point,-68.14141547,-16.47082938,geom,8250,16133,Pino Rodeno,Pino Rodeno,Pino Rodeno,Alto Vino Tinto,c., ,c. Pino Rodeno (Alto Vino Tinto)
Feature,ubicacionvias2.3658,Point,-68.1096739,-16.49522877,geom,3595,17750,C. 1,1,1,San Antonio,c., ,c. 1 (San Antonio)
Feature,ubicacionvias2.3303,Point,-68.122248,-16.47332222,geom,7979,16134,"Antezana, Mons. Isidoro Abel","Antezana, Monseñor Isidoro Abel",Monseñor Isidoro Abel Antezana,Las Delicias,c., ,c. Monseñor Isidoro Abel Antezana (Las Delicias)
Feature,ubicacionvias2.3304,Point,-68.12183921,-16.47317983,geom,7286,16137,C. 6,6,6,Las Delicias,c., ,c. 6 (Las Delicias)
Feature,ubicacionvias2.3305,Point,-68.12106217,-16.47363634,geom,8030,16138,San José de Uchupiamonas,San José de Uchupiamonas,San José de Uchupiamonas,Las Delicias,c.,054/2004,c. San José de Uchupiamonas (Las Delicias)
Feature,ubicacionvias2.3306,Point,-68.12202674,-16.47292995,geom,3227,16141,San José,San José,San José,Las Delicias,pje., ,pje. San José (Las Delicias)
Feature,ubicacionvias2.3307,Point,-68.11238682,-16.46519335,geom,7538,16146,"Avaroa, Eduardo","Avaroa, Eduardo",Eduardo Avaroa,Villa El Carmen,c.,585/2012,c. Eduardo Avaroa (Villa El Carmen)
Feature,ubicacionvias2.3308,Point,-68.10717472,-16.46397003,geom,8493,16157,Cj. D,D,D,Chuquiaguillo,cj., ,cj. D (Chuquiaguillo)
Feature,ubicacionvias2.3309,Point,-68.10992825,-16.46616596,geom,7512,16158,Mejillones,Mejillones,Mejillones,Villa El Carmen,c.,310/2012,c. Mejillones (Villa El Carmen)
Feature,ubicacionvias2.3310,Point,-68.11414205,-16.46468422,geom,3726,16163,C. 3,3,3,3 de Mayo,c., ,c. 3 (3 de Mayo)
Feature,ubicacionvias2.3311,Point,-68.10957314,-16.46406677,geom,3327,16167,C. 1,1,1,Villa El Carmen,c., ,c. 1 (Villa El Carmen)
Feature,ubicacionvias2.3312,Point,-68.10659894,-16.46337524,geom,285,16170,Silecia,Silecia,Silecia (c. C),Chuquiaguillo,c., ,c. Silecia (c. C) (Chuquiaguillo)
Feature,ubicacionvias2.3313,Point,-68.1062515,-16.46297971,geom,3436,16171,Gutiérrez,Gutiérrez,Gutiérrez,Chuquiaguillo,gradería, ,gradería Gutiérrez (Chuquiaguillo)
Feature,ubicacionvias2.3314,Point,-68.10853571,-16.46768663,geom,8470,16174,Antofagasta,Antofagasta,Antofagasta,Kochapampa,c., ,c. Antofagasta (Kochapampa)
Feature,ubicacionvias2.3315,Point,-68.1090459,-16.46838737,geom,7504,16175,9 de Abril,9 de Abril,9 de Abril,Kochapampa,c., ,c. 9 de Abril (Kochapampa)
Feature,ubicacionvias2.3316,Point,-68.10892624,-16.46781773,geom,1978,16178,"Ibáñez, Manuel","Ibáñez, Manuel",Manuel Ibáñez,Kochapampa,c., ,c. Manuel Ibáñez (Kochapampa)
Feature,ubicacionvias2.3317,Point,-68.11068887,-16.4665265,geom,908,16181,Puente Loa,Puente Loa,Puente Loa,Villa El Carmen,c.,310/2012,c. Puente Loa (Villa El Carmen)
Feature,ubicacionvias2.3318,Point,-68.11546171,-16.47087528,geom,946,16191,Covendo,Covendo,Covendo,Villa Fátima,c., ,c. Covendo (Villa Fátima)
Feature,ubicacionvias2.3319,Point,-68.11931321,-16.4689576,geom,2976,16196,C. 1,1,1,La Merced,c., ,c. 1 (La Merced)
Feature,ubicacionvias2.3320,Point,-68.11948377,-16.470556,geom,1895,16208,Palos Blancos,Palos Blancos,Palos Blancos,La Merced,c., ,c. Palos Blancos (La Merced)
Feature,ubicacionvias2.3321,Point,-68.11492436,-16.46724773,geom,679,16211,Batallón Ustáriz,Batallón Ustáriz,Batallón Ustáriz,Villa El Carmen,c., ,c. Batallón Ustáriz (Villa El Carmen)
Feature,ubicacionvias2.3322,Point,-68.11322637,-16.46708086,geom,452,16217,"Padilla, Pedro","Padilla, Pedro",Pedro Padilla,Villa El Carmen,c., ,c. Pedro Padilla (Villa El Carmen)
Feature,ubicacionvias2.3323,Point,-68.10332946,-16.46278377,geom,912,16227,Bicentenario de la  Rev. de 1809,Bicentenario de la  Rev. de 1809,Bicentenario de la Rev.de 1809,Chuquiaguillo,av.,154/2009,av. Bicentenario de la Rev.de 1809 (Chuquiaguillo)
Feature,ubicacionvias2.3324,Point,-68.1121511,-16.46964053,geom,2930,16229,Florida,Florida,La Florida,Villa El Carmen,c., ,c. La Florida (Villa El Carmen)
Feature,ubicacionvias2.3325,Point,-68.11818224,-16.46907256,geom,392,16241,Pariguaya,Pariguaya,Pariguaya,La Merced,c., ,c. Pariguaya (La Merced)
Feature,ubicacionvias2.3326,Point,-68.118687,-16.46824012,geom,362,16244,Laza,Laza,Laza,La Merced,c., ,c. Laza (La Merced)
Feature,ubicacionvias2.3327,Point,-68.12096442,-16.47130415,geom,419,16249,Chirca,Chirca,Chirca,Las Delicias,av., ,av. Chirca (Las Delicias)
Feature,ubicacionvias2.3330,Point,-68.11385245,-16.47367484,geom,8789,16273,6 de Agosto,6 de Agosto,6 de Agosto,Huaychani,c., ,c. 6 de Agosto (Huaychani)
Feature,ubicacionvias2.3331,Point,-68.11330012,-16.47368544,geom,8548,16274,23 de Marzo,23 de Marzo,23 de Marzo,Huaychani,c., ,c. 23 de Marzo (Huaychani)
Feature,ubicacionvias2.3332,Point,-68.11311627,-16.47373881,geom,2010,16275,Virgen de la Concepción,Virgen de la Concepción,Virgen de la Concepción,Huaychani,c., ,c. Virgen de la Concepción (Huaychani)
Feature,ubicacionvias2.3333,Point,-68.11364342,-16.46353426,geom,2820,16280,C. 4,4,4,3 de Mayo,c., ,c. 4 (3 de Mayo)
Feature,ubicacionvias2.3334,Point,-68.10766766,-16.46658036,geom,2490,16285,C. D,D,D,Kochapampa,c., ,c. D (Kochapampa)
Feature,ubicacionvias2.3335,Point,-68.11992042,-16.46465062,geom,7378,16289,C. 2,2,2,Alto La Merced,c., ,c. 2 (Alto La Merced)
Feature,ubicacionvias2.3336,Point,-68.10824916,-16.46634197,geom,2231,16291,23 de Marzo,23 de Marzo,23 de Marzo,Villa El Carmen,c., ,c. 23 de Marzo (Villa El Carmen)
Feature,ubicacionvias2.3337,Point,-68.10808595,-16.46451699,geom,3949,16292,Ballivián,Ballivián,Ballivián,Chuquiaguillo,c., ,c. Ballivián (Chuquiaguillo)
Feature,ubicacionvias2.3338,Point,-68.10730611,-16.4643474,geom,713,16293,Chojlla,Chojlla,Chojlla,Chuquiaguillo,c., ,c. Chojlla (Chuquiaguillo)
Feature,ubicacionvias2.3339,Point,-68.11261242,-16.47410271,geom,7843,16297,"Villca, Juana","Villca, Juana",Juana Villca,Huaychani,c., ,c. Juana Villca (Huaychani)
Feature,ubicacionvias2.3340,Point,-68.11355974,-16.47087213,geom,3977,16299,C. 20,20,20,Villa El Carmen,c., ,c. 20 (Villa El Carmen)
Feature,ubicacionvias2.3341,Point,-68.11342728,-16.46837466,geom,3427,16300,Litoral,Litoral,Litoral,Villa El Carmen,c.,310/2012,c. Litoral (Villa El Carmen)
Feature,ubicacionvias2.3342,Point,-68.11390246,-16.46637428,geom,8736,16301,Batallón Sucre,Batallón Sucre,Batallón Sucre,Villa El Carmen,gradería,585/2012,gradería Batallón Sucre (Villa El Carmen)
Feature,ubicacionvias2.3343,Point,-68.15184457,-16.45567904,geom,2574,16305,C. A,A,A,Alto Ciudadela,c., ,c. A (Alto Ciudadela)
Feature,ubicacionvias2.3344,Point,-68.15240393,-16.4572819,geom,3046,16309,C. C,C,C,Alto Ciudadela,c., ,c. C (Alto Ciudadela)
Feature,ubicacionvias2.3345,Point,-68.15239329,-16.45565924,geom,3736,16313,C. G,G,G,Alto Ciudadela,c., ,c. G (Alto Ciudadela)
Feature,ubicacionvias2.3346,Point,-68.15287155,-16.45473844,geom,3390,16315,C. B,B,B,Alto Ciudadela,c., ,c. B (Alto Ciudadela)
Feature,ubicacionvias2.3347,Point,-68.15363586,-16.45524847,geom,8628,16320,C. D,D,D,Alto Ciudadela,c., ,c. D (Alto Ciudadela)
Feature,ubicacionvias2.3348,Point,-68.14997082,-16.45338393,geom,2241,16324,Margarita,Margarita,Margarita,Caja Ferroviaria,c., ,c. Margarita (Caja Ferroviaria)
Feature,ubicacionvias2.3349,Point,-68.15027411,-16.44866346,geom,2023,16338,"Mantilla, Julio","Mantilla, Julio",Julio Mantilla,Alto Pura Pura San Sebastián,av., ,av. Julio Mantilla (Alto Pura Pura San Sebastián)
Feature,ubicacionvias2.3350,Point,-68.15110933,-16.44923715,geom,2453,16342,Ingavi,Ingavi,Ingavi (c. 1),Alto Pura Pura San Sebastián,c., ,c. Ingavi (c. 1) (Alto Pura Pura San Sebastián)
Feature,ubicacionvias2.3351,Point,-68.15141199,-16.44825657,geom,637,16347,Saavedra,Saavedra,Saavedra,Alto Pura Pura San Sebastián,c., ,c. Saavedra (Alto Pura Pura San Sebastián)
Feature,ubicacionvias2.3352,Point,-68.15069643,-16.44854707,geom,2410,16348,Bolívar,Bolívar,Bolívar,Alto Pura Pura San Sebastián,c., ,c. Bolívar (Alto Pura Pura San Sebastián)
Feature,ubicacionvias2.3353,Point,-68.15142012,-16.4486824,geom,514,16352,Morales,Morales,Morales,Alto Pura Pura San Sebastián,c., ,c. Morales (Alto Pura Pura San Sebastián)
Feature,ubicacionvias2.3966,Point,-68.12095227,-16.52442519,geom,2553,19038,C. B,B,B,Bajo Llojeta,c., ,c. B (Bajo Llojeta)
Feature,ubicacionvias2.3354,Point,-68.15202574,-16.44669669,geom,8413,16355,Nor Yungas,Nor Yungas,Nor Yungas,Alto Pura Pura San Sebastián,c.,013/2010,c. Nor Yungas (Alto Pura Pura San Sebastián)
Feature,ubicacionvias2.3355,Point,-68.15105518,-16.45626613,geom,3060,16359,g. 2,2,2,Alto Ciudadela,gradería, ,gradería 2 (Alto Ciudadela)
Feature,ubicacionvias2.3356,Point,-68.15089236,-16.45647948,geom,3635,16362,g. 1,1,1,Alto Ciudadela,gradería, ,gradería 1 (Alto Ciudadela)
Feature,ubicacionvias2.3357,Point,-68.14706732,-16.45792208,geom,2770,16372,C. 9,9,9,Plan Autopista,c., ,c. 9 (Plan Autopista)
Feature,ubicacionvias2.3358,Point,-68.14687598,-16.45652662,geom,3469,16378,C. 5,5,5,Plan Autopista,c., ,c. 5 (Plan Autopista)
Feature,ubicacionvias2.3359,Point,-68.14667114,-16.45691973,geom,1259,16379,Pj. 8,8,8,Plan Autopista,pje., ,pje. 8 (Plan Autopista)
Feature,ubicacionvias2.3360,Point,-68.15343742,-16.45011284,geom,8503,16386,Los Pinos,Los Pinos,Los Pinos,Alto Pura Pura San Sebastián,c.,645/2008,c. Los Pinos (Alto Pura Pura San Sebastián)
Feature,ubicacionvias2.3361,Point,-68.15260432,-16.45070799,geom,3064,16390,"Saavedra, Agustín","Saavedra, Agustín",Agustín Saavedra,Alto Pura Pura San Sebastián,c.,645/2008,c. Agustín Saavedra (Alto Pura Pura San Sebastián)
Feature,ubicacionvias2.3362,Point,-68.15174139,-16.45007133,geom,8874,16394,Los Robles,Los Robles,Los Robles,Alto Pura Pura San Sebastián,cj.,645/2008,cj. Los Robles (Alto Pura Pura San Sebastián)
Feature,ubicacionvias2.3363,Point,-68.15055129,-16.4503345,geom,8777,16400,Las Américas,Las Américas,Las Américas,Caja Ferroviaria,c.,645/2008,c. Las Américas (Caja Ferroviaria)
Feature,ubicacionvias2.3364,Point,-68.15144596,-16.45051668,geom,3395,16401,Eucaliptos,Eucaliptos,Los Eucaliptos,Alto Pura Pura San Sebastián,cj.,645/2008,cj. Los Eucaliptos (Alto Pura Pura San Sebastián)
Feature,ubicacionvias2.3365,Point,-68.15114689,-16.45042996,geom,8423,16404,NN. UU.,Naciones Unidas,Naciones Unidas,Alto Pura Pura San Sebastián,c.,645/2008,c. Naciones Unidas (Alto Pura Pura San Sebastián)
Feature,ubicacionvias2.3366,Point,-68.15020435,-16.45055306,geom,1880,16411,Malva,Malva,Malva,Caja Ferroviaria,pje., ,pje. Malva (Caja Ferroviaria)
Feature,ubicacionvias2.3367,Point,-68.14996098,-16.44990496,geom,3118,16418,Dalia,Dalia,Dalia,Caja Ferroviaria,c., ,c. Dalia (Caja Ferroviaria)
Feature,ubicacionvias2.3368,Point,-68.1468908,-16.45905665,geom,3424,16422,C. 3,3,3,Plan Autopista,c., ,c. 3 (Plan Autopista)
Feature,ubicacionvias2.3369,Point,-68.14672125,-16.45982048,geom,1635,16428,Pj. 16,16,16,Plan Autopista,pje., ,pje. 16 (Plan Autopista)
Feature,ubicacionvias2.3370,Point,-68.15410774,-16.45958947,geom,2223,16434,C. 2,2,2,Alto Ciudadela,c., ,c. 2 (Alto Ciudadela)
Feature,ubicacionvias2.3371,Point,-68.15015376,-16.44574461,geom,463,16437,Pino,Pino,Pino,Caja Ferroviaria,c., ,c. Pino (Caja Ferroviaria)
Feature,ubicacionvias2.3372,Point,-68.15217771,-16.45219556,geom,1149,16440,5 de Mayo,5 de Mayo,5 de Mayo,Alto Pura Pura San Sebastián,c., ,c. 5 de Mayo (Alto Pura Pura San Sebastián)
Feature,ubicacionvias2.3373,Point,-68.16038713,-16.45821382,geom,1795,16443,Guaqui,Guaqui,Guaqui,Alto Pura Pura,c.,548/2009,c. Guaqui (Alto Pura Pura)
Feature,ubicacionvias2.3374,Point,-68.15176519,-16.44924072,geom,8712,16445,Ingavi,Ingavi,Ingavi (c. 2),Alto Pura Pura San Sebastián,c., ,c. Ingavi (c. 2) (Alto Pura Pura San Sebastián)
Feature,ubicacionvias2.3375,Point,-68.15084939,-16.44719631,geom,2654,16451,Larecaja,Larecaja,Larecaja,Alto Pura Pura San Sebastián,c.,013/2010,c. Larecaja (Alto Pura Pura San Sebastián)
Feature,ubicacionvias2.3376,Point,-68.15741172,-16.45730114,geom,3491,16454,Loa,Loa,Loa,Alto Pura Pura,c.,565/2007,c. Loa (Alto Pura Pura)
Feature,ubicacionvias2.3377,Point,-68.15703988,-16.4574754,geom,2275,16456,Mejillones,Mejillones,Mejillones,Alto Pura Pura,c.,565/2007,c. Mejillones (Alto Pura Pura)
Feature,ubicacionvias2.3378,Point,-68.1575852,-16.45771048,geom,8482,16460,Cobija,Cobija,Cobija,Alto Pura Pura,c.,565/2007,c. Cobija (Alto Pura Pura)
Feature,ubicacionvias2.3379,Point,-68.15240228,-16.45072955,geom,8815,16463,Nogales,Nogales,Los Nogales,Alto Pura Pura San Sebastián,cj.,645/2008,cj. Los Nogales (Alto Pura Pura San Sebastián)
Feature,ubicacionvias2.3380,Point,-68.15322351,-16.46015303,geom,3895,16464,Olivos,Olivos,Los Olivos,Alto Ciudadela,c., ,c. Los Olivos (Alto Ciudadela)
Feature,ubicacionvias2.3381,Point,-68.14898282,-16.44554598,geom,1450,16468,Palma,Palma,Palma,Caja Ferroviaria,c., ,c. Palma (Caja Ferroviaria)
Feature,ubicacionvias2.3382,Point,-68.10350638,-16.45891987,geom,629,16485,g. 8,8,8,Chuquiaguillo,gradería, ,gradería 8 (Chuquiaguillo)
Feature,ubicacionvias2.3383,Point,-68.10250646,-16.45877377,geom,2306,16488,C. 10,10,10,Chuquiaguillo,c., ,c. 10 (Chuquiaguillo)
Feature,ubicacionvias2.3384,Point,-68.10483978,-16.45798485,geom,3712,16500,Costanera,Costanera,Costanera,Chuquiaguillo,c., ,c. Costanera (Chuquiaguillo)
Feature,ubicacionvias2.3385,Point,-68.16790642,-16.49046859,geom,7576,16502,"Iturri Núñez, Nemecio","Iturri Núñez, Nemecio",Nemecio Iturri Núñez,La Portada,c.,256/2006,c. Nemecio Iturri Núñez (La Portada)
Feature,ubicacionvias2.3386,Point,-68.16546558,-16.49414273,geom,11224,16502,"Iturri Núñez, Nemecio","Iturri Núñez, Nemecio",Nemecio Iturri Núñez,La Portada,c.,256/2006,c. Nemecio Iturri Núñez (La Portada)
Feature,ubicacionvias2.3387,Point,-68.1676419,-16.49054721,geom,1187,16505,"Arguedas, Alcides","Arguedas, Alcides",Alcides Arguedas,La Portada,c., ,c. Alcides Arguedas (La Portada)
Feature,ubicacionvias2.3388,Point,-68.16741731,-16.49052152,geom,1406,16507,"Varea, Justo G,","Varea, Justo Germán",Justo Germán Varea,La Portada,c.,256/2006,c. Justo Germán Varea (La Portada)
Feature,ubicacionvias2.3389,Point,-68.16665116,-16.48714966,geom,8179,16518,Libertadores,Libertadores,Libertadores (c. 2),La Portada,c., ,c. Libertadores (c. 2) (La Portada)
Feature,ubicacionvias2.3390,Point,-68.16953676,-16.48770062,geom,1466,16522,Arriero,Arriero,El Arriero,Villa Antofagasta,av.,461/2013,av. El Arriero (Villa Antofagasta)
Feature,ubicacionvias2.3391,Point,-68.16749457,-16.48555332,geom,83,16529,Italia,Italia,Italia,Rincón La Portada,c.,198/2015,c. Italia (Rincón La Portada)
